Anno,Codice territoriale,Entita.territoriale,Denominazione territoriale,Sesso,Classi.di.eta,Decessi,Tasso di mortalità (per mille abitanti)
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,30-34,13,0.4
2015,35,Provincia,Reggio nell'Emilia,Maschi,35-39,12,0.6
2015,35,Provincia,Reggio nell'Emilia,Femmine,35-39,5,0.3
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,35-39,17,0.4
2015,35,Provincia,Reggio nell'Emilia,Maschi,40-44,21,0.9
2015,35,Provincia,Reggio nell'Emilia,Femmine,40-44,15,0.7
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,40-44,36,0.8
2015,35,Provincia,Reggio nell'Emilia,Maschi,45-49,26,1.2
2015,35,Provincia,Reggio nell'Emilia,Femmine,45-49,17,0.8
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,45-49,43,1
2015,35,Provincia,Reggio nell'Emilia,Maschi,50-54,53,2.7
2015,35,Provincia,Reggio nell'Emilia,Femmine,50-54,37,1.8
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,50-54,90,2.2
2015,35,Provincia,Reggio nell'Emilia,Maschi,55-59,89,5.3
2015,35,Provincia,Reggio nell'Emilia,Femmine,55-59,42,2.4
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,55-59,131,3.9
2015,35,Provincia,Reggio nell'Emilia,Maschi,60-64,125,8.8
2015,35,Provincia,Reggio nell'Emilia,Femmine,60-64,69,4.5
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,60-64,194,6.5
2015,35,Provincia,Reggio nell'Emilia,Maschi,65-69,181,12.8
2015,35,Provincia,Reggio nell'Emilia,Femmine,65-69,107,6.9
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,65-69,288,9.7
2015,35,Provincia,Reggio nell'Emilia,Maschi,70-74,210,18.9
2015,35,Provincia,Reggio nell'Emilia,Femmine,70-74,144,11.6
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,70-74,354,15
2015,35,Provincia,Reggio nell'Emilia,Maschi,75-79,353,34.7
2015,35,Provincia,Reggio nell'Emilia,Femmine,75-79,248,20.1
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,75-79,601,26.6
2015,35,Provincia,Reggio nell'Emilia,Maschi,80-84,505,69.8
2015,35,Provincia,Reggio nell'Emilia,Femmine,80-84,445,44.1
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,80-84,950,54.8
2015,35,Provincia,Reggio nell'Emilia,Maschi,85-89,505,127.5
2015,35,Provincia,Reggio nell'Emilia,Femmine,85-89,731,96.5
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,85-89,1236,107.1
2015,35,Provincia,Reggio nell'Emilia,Maschi,90-94,390,256.9
2015,35,Provincia,Reggio nell'Emilia,Femmine,90-94,716,177.6
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,90-94,1106,199.3
2015,35,Provincia,Reggio nell'Emilia,Maschi,95 e più,110,479.3
2015,35,Provincia,Reggio nell'Emilia,Femmine,95 e più,354,391.8
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,95 e più,464,409.5
2015,35,Provincia,Reggio nell'Emilia,Maschi,Totale,2618,10
2015,35,Provincia,Reggio nell'Emilia,Femmine,Totale,2952,10.9
2015,35,Provincia,Reggio nell'Emilia,Maschi e femmine,Totale,5570,10.4
2015,36,Provincia,Modena,Maschi,0-4,17,1
2015,36,Provincia,Modena,Femmine,0-4,6,0.4
2015,36,Provincia,Modena,Maschi e femmine,0-4,23,0.7
2015,36,Provincia,Modena,Maschi,9-May,2,0.1
2015,36,Provincia,Modena,Femmine,9-May,4,0.2
2015,36,Provincia,Modena,Maschi e femmine,9-May,6,0.2
2015,36,Provincia,Modena,Maschi,14-Oct,1,0.1
2015,36,Provincia,Modena,Femmine,14-Oct,1,0.1
2015,36,Provincia,Modena,Maschi e femmine,14-Oct,2,0.1
2015,36,Provincia,Modena,Maschi,15-19,6,0.4
2015,36,Provincia,Modena,Femmine,15-19,3,0.2
2015,36,Provincia,Modena,Maschi e femmine,15-19,9,0.3
2015,36,Provincia,Modena,Maschi,20-24,6,0.4
2015,36,Provincia,Modena,Femmine,20-24,4,0.3
2015,36,Provincia,Modena,Maschi e femmine,20-24,10,0.3
2015,36,Provincia,Modena,Maschi,25-29,6,0.3
2015,36,Provincia,Modena,Femmine,25-29,3,0.2
2015,36,Provincia,Modena,Maschi e femmine,25-29,9,0.3
2015,36,Provincia,Modena,Maschi,30-34,9,0.4
2015,36,Provincia,Modena,Femmine,30-34,4,0.2
2015,36,Provincia,Modena,Maschi e femmine,30-34,13,0.3
2015,36,Provincia,Modena,Maschi,35-39,16,0.6
2015,36,Provincia,Modena,Femmine,35-39,5,0.2
2015,36,Provincia,Modena,Maschi e femmine,35-39,21,0.4
2015,36,Provincia,Modena,Maschi,40-44,25,0.8
2015,36,Provincia,Modena,Femmine,40-44,16,0.5
2015,36,Provincia,Modena,Maschi e femmine,40-44,41,0.7
2015,36,Provincia,Modena,Maschi,45-49,52,1.8
2015,36,Provincia,Modena,Femmine,45-49,34,1.2
2015,36,Provincia,Modena,Maschi e femmine,45-49,86,1.5
2015,36,Provincia,Modena,Maschi,50-54,73,2.7
2015,36,Provincia,Modena,Femmine,50-54,28,1
2015,36,Provincia,Modena,Maschi e femmine,50-54,101,1.9
2015,36,Provincia,Modena,Maschi,55-59,95,4.2
2015,36,Provincia,Modena,Femmine,55-59,62,2.6
2015,36,Provincia,Modena,Maschi e femmine,55-59,157,3.4
2015,36,Provincia,Modena,Maschi,60-64,146,7.6
2015,36,Provincia,Modena,Femmine,60-64,99,4.6
2015,36,Provincia,Modena,Maschi e femmine,60-64,245,6
2015,36,Provincia,Modena,Maschi,65-69,213,10.7
2015,36,Provincia,Modena,Femmine,65-69,158,7.3
2015,36,Provincia,Modena,Maschi e femmine,65-69,371,8.9
2015,36,Provincia,Modena,Maschi,70-74,306,19.7
2015,36,Provincia,Modena,Femmine,70-74,199,11.3
2015,36,Provincia,Modena,Maschi e femmine,70-74,505,15.2
2015,36,Provincia,Modena,Maschi,75-79,457,32.5
2015,36,Provincia,Modena,Femmine,75-79,344,19.7
2015,36,Provincia,Modena,Maschi e femmine,75-79,801,25.4
2015,36,Provincia,Modena,Maschi,80-84,680,67.2
2015,36,Provincia,Modena,Femmine,80-84,602,42.3
2015,36,Provincia,Modena,Maschi e femmine,80-84,1282,52.7
2015,36,Provincia,Modena,Maschi,85-89,682,124.3
2015,36,Provincia,Modena,Femmine,85-89,854,83
2015,36,Provincia,Modena,Maschi e femmine,85-89,1536,97.4
2015,36,Provincia,Modena,Maschi,90-94,490,233.3
2015,36,Provincia,Modena,Femmine,90-94,995,179.5
2015,36,Provincia,Modena,Maschi e femmine,90-94,1485,194.3
2015,36,Provincia,Modena,Maschi,95 e più,136,368.6
2015,36,Provincia,Modena,Femmine,95 e più,434,347.5
2015,36,Provincia,Modena,Maschi e femmine,95 e più,570,352.3
2015,36,Provincia,Modena,Maschi,Totale,3418,10
2015,36,Provincia,Modena,Femmine,Totale,3855,10.7
2015,36,Provincia,Modena,Maschi e femmine,Totale,7273,10.4
2015,37,Provincia,Bologna,Maschi,0-4,14,0.6
2015,37,Provincia,Bologna,Femmine,0-4,11,0.5
2015,37,Provincia,Bologna,Maschi e femmine,0-4,25,0.6
2015,37,Provincia,Bologna,Maschi,9-May,0,0
2015,37,Provincia,Bologna,Femmine,9-May,3,0.1
2015,37,Provincia,Bologna,Maschi e femmine,9-May,3,0.1
2015,37,Provincia,Bologna,Maschi,14-Oct,4,0.2
2015,37,Provincia,Bologna,Femmine,14-Oct,1,0
2015,37,Provincia,Bologna,Maschi e femmine,14-Oct,5,0.1
2015,37,Provincia,Bologna,Maschi,15-19,3,0.1
2015,37,Provincia,Bologna,Femmine,15-19,2,0.1
2015,37,Provincia,Bologna,Maschi e femmine,15-19,5,0.1
2015,37,Provincia,Bologna,Maschi,20-24,10,0.5
2015,37,Provincia,Bologna,Femmine,20-24,3,0.2
2015,37,Provincia,Bologna,Maschi e femmine,20-24,13,0.3
2015,37,Provincia,Bologna,Maschi,25-29,8,0.3
2015,37,Provincia,Bologna,Femmine,25-29,2,0.1
2015,37,Provincia,Bologna,Maschi e femmine,25-29,10,0.2
2015,37,Provincia,Bologna,Maschi,30-34,10,0.3
2015,37,Provincia,Bologna,Femmine,30-34,6,0.2
2015,37,Provincia,Bologna,Maschi e femmine,30-34,16,0.3
2015,37,Provincia,Bologna,Maschi,35-39,25,0.7
2015,37,Provincia,Bologna,Femmine,35-39,12,0.3
2015,37,Provincia,Bologna,Maschi e femmine,35-39,37,0.5
2015,37,Provincia,Bologna,Maschi,40-44,38,0.9
2015,37,Provincia,Bologna,Femmine,40-44,31,0.7
2015,37,Provincia,Bologna,Maschi e femmine,40-44,69,0.8
2015,37,Provincia,Bologna,Maschi,45-49,66,1.6
2015,37,Provincia,Bologna,Femmine,45-49,45,1.1
2015,37,Provincia,Bologna,Maschi e femmine,45-49,111,1.3
2015,37,Provincia,Bologna,Maschi,50-54,113,3
2015,37,Provincia,Bologna,Femmine,50-54,70,1.8
2015,37,Provincia,Bologna,Maschi e femmine,50-54,183,2.3
2015,37,Provincia,Bologna,Maschi,55-59,136,4.2
2015,37,Provincia,Bologna,Femmine,55-59,101,2.9
2015,37,Provincia,Bologna,Maschi e femmine,55-59,237,3.5
2015,37,Provincia,Bologna,Maschi,60-64,224,8
2015,37,Provincia,Bologna,Femmine,60-64,145,4.7
2015,37,Provincia,Bologna,Maschi e femmine,60-64,369,6.3
2015,37,Provincia,Bologna,Maschi,65-69,346,12
2015,37,Provincia,Bologna,Femmine,65-69,232,7.1
2015,37,Provincia,Bologna,Maschi e femmine,65-69,578,9.4
2015,37,Provincia,Bologna,Maschi,70-74,457,19.4
2015,37,Provincia,Bologna,Femmine,70-74,356,12.9
2015,37,Provincia,Bologna,Maschi e femmine,70-74,813,15.9
2015,37,Provincia,Bologna,Maschi,75-79,815,36.3
2015,37,Provincia,Bologna,Femmine,75-79,591,20.8
2015,37,Provincia,Bologna,Maschi e femmine,75-79,1406,27.6
2015,37,Provincia,Bologna,Maschi,80-84,1099,68.5
2015,37,Provincia,Bologna,Femmine,80-84,1032,44.9
2015,37,Provincia,Bologna,Maschi e femmine,80-84,2131,54.6
2015,37,Provincia,Bologna,Maschi,85-89,1214,130.2
2015,37,Provincia,Bologna,Femmine,85-89,1576,92.4
2015,37,Provincia,Bologna,Maschi e femmine,85-89,2790,105.8
2015,37,Provincia,Bologna,Maschi,90-94,814,227.9
2015,37,Provincia,Bologna,Femmine,90-94,1694,185
2015,37,Provincia,Bologna,Maschi e femmine,90-94,2508,197.1
2015,37,Provincia,Bologna,Maschi,95 e più,222,385.1
2015,37,Provincia,Bologna,Femmine,95 e più,760,334
2015,37,Provincia,Bologna,Maschi e femmine,95 e più,982,344.3
2015,37,Provincia,Bologna,Maschi,Totale,5618,11.6
2015,37,Provincia,Bologna,Femmine,Totale,6673,12.8
2015,37,Provincia,Bologna,Maschi e femmine,Totale,12291,12.2
2015,38,Provincia,Ferrara,Maschi,0-4,2,0.3
2015,38,Provincia,Ferrara,Femmine,0-4,4,0.7
2015,38,Provincia,Ferrara,Maschi e femmine,0-4,6,0.5
2015,38,Provincia,Ferrara,Maschi,9-May,0,0
2015,38,Provincia,Ferrara,Femmine,9-May,0,0
2015,38,Provincia,Ferrara,Maschi e femmine,9-May,0,0
2015,38,Provincia,Ferrara,Maschi,14-Oct,0,0
2015,38,Provincia,Ferrara,Femmine,14-Oct,1,0.2
2015,38,Provincia,Ferrara,Maschi e femmine,14-Oct,1,0.1
2015,38,Provincia,Ferrara,Maschi,15-19,3,0.5
2015,38,Provincia,Ferrara,Femmine,15-19,0,0
2015,38,Provincia,Ferrara,Maschi e femmine,15-19,3,0.2
2015,38,Provincia,Ferrara,Maschi,20-24,5,0.7
2015,38,Provincia,Ferrara,Femmine,20-24,2,0.3
2015,38,Provincia,Ferrara,Maschi e femmine,20-24,7,0.5
2015,38,Provincia,Ferrara,Maschi,25-29,7,0.9
2015,38,Provincia,Ferrara,Femmine,25-29,0,0
2015,38,Provincia,Ferrara,Maschi e femmine,25-29,7,0.5
2015,38,Provincia,Ferrara,Maschi,30-34,9,1
2015,38,Provincia,Ferrara,Femmine,30-34,2,0.2
2015,38,Provincia,Ferrara,Maschi e femmine,30-34,11,0.6
2015,38,Provincia,Ferrara,Maschi,35-39,6,0.5
2015,38,Provincia,Ferrara,Femmine,35-39,1,0.1
2015,38,Provincia,Ferrara,Maschi e femmine,35-39,7,0.3
2015,38,Provincia,Ferrara,Maschi,40-44,21,1.5
2015,38,Provincia,Ferrara,Femmine,40-44,10,0.7
2015,38,Provincia,Ferrara,Maschi e femmine,40-44,31,1.1
2015,38,Provincia,Ferrara,Maschi,45-49,25,1.7
2015,38,Provincia,Ferrara,Femmine,45-49,21,1.4
2015,38,Provincia,Ferrara,Maschi e femmine,45-49,46,1.6
2015,38,Provincia,Ferrara,Maschi,50-54,45,3.2
2015,38,Provincia,Ferrara,Femmine,50-54,33,2.3
2015,38,Provincia,Ferrara,Maschi e femmine,50-54,78,2.7
2015,38,Provincia,Ferrara,Maschi,55-59,60,4.8
2015,38,Provincia,Ferrara,Femmine,55-59,53,3.9
2015,38,Provincia,Ferrara,Maschi e femmine,55-59,113,4.3
2015,38,Provincia,Ferrara,Maschi,60-64,109,9.7
2015,38,Provincia,Ferrara,Femmine,60-64,64,5.1
2015,38,Provincia,Ferrara,Maschi e femmine,60-64,173,7.2
2015,38,Provincia,Ferrara,Maschi,65-69,179,15.3
2015,38,Provincia,Ferrara,Femmine,65-69,122,9.2
2015,38,Provincia,Ferrara,Maschi e femmine,65-69,301,12.1
2015,38,Provincia,Ferrara,Maschi,70-74,236,25.3
2015,38,Provincia,Ferrara,Femmine,70-74,134,12.4
2015,38,Provincia,Ferrara,Maschi e femmine,70-74,370,18.4
2015,38,Provincia,Ferrara,Maschi,75-79,338,39
2015,38,Provincia,Ferrara,Femmine,75-79,290,25.6
2015,38,Provincia,Ferrara,Maschi e femmine,75-79,628,31.4
2015,38,Provincia,Ferrara,Maschi,80-84,439,69.6
2015,38,Provincia,Ferrara,Femmine,80-84,505,52.9
2015,38,Provincia,Ferrara,Maschi e femmine,80-84,944,59.5
2015,38,Provincia,Ferrara,Maschi,85-89,448,140.2
2015,38,Provincia,Ferrara,Femmine,85-89,647,102.4
2015,38,Provincia,Ferrara,Maschi e femmine,85-89,1095,115.1
2015,38,Provincia,Ferrara,Maschi,90-94,300,236.5
2015,38,Provincia,Ferrara,Femmine,90-94,597,184.9
2015,38,Provincia,Ferrara,Maschi e femmine,90-94,897,199.5
2015,38,Provincia,Ferrara,Maschi,95 e più,78,390
2015,38,Provincia,Ferrara,Femmine,95 e più,260,348.3
2015,38,Provincia,Ferrara,Maschi e femmine,95 e più,338,357.1
2015,38,Provincia,Ferrara,Maschi,Totale,2310,13.7
2015,38,Provincia,Ferrara,Femmine,Totale,2746,14.9
2015,38,Provincia,Ferrara,Maschi e femmine,Totale,5056,14.3
2015,39,Provincia,Ravenna,Maschi,0-4,9,1.1
2015,39,Provincia,Ravenna,Femmine,0-4,3,0.4
2015,39,Provincia,Ravenna,Maschi e femmine,0-4,12,0.7
2015,39,Provincia,Ravenna,Maschi,9-May,2,0.2
2015,39,Provincia,Ravenna,Femmine,9-May,1,0.1
2015,39,Provincia,Ravenna,Maschi e femmine,9-May,3,0.2
2015,39,Provincia,Ravenna,Maschi,14-Oct,2,0.2
2015,39,Provincia,Ravenna,Femmine,14-Oct,0,0
2015,39,Provincia,Ravenna,Maschi e femmine,14-Oct,2,0.1
2015,39,Provincia,Ravenna,Maschi,15-19,4,0.5
2015,39,Provincia,Ravenna,Femmine,15-19,0,0
2015,39,Provincia,Ravenna,Maschi e femmine,15-19,4,0.3
2015,39,Provincia,Ravenna,Maschi,20-24,4,0.5
2015,39,Provincia,Ravenna,Femmine,20-24,1,0.1
2015,39,Provincia,Ravenna,Maschi e femmine,20-24,5,0.3
2015,39,Provincia,Ravenna,Maschi,25-29,3,0.3
2015,39,Provincia,Ravenna,Femmine,25-29,2,0.2
2015,39,Provincia,Ravenna,Maschi e femmine,25-29,5,0.3
2015,39,Provincia,Ravenna,Maschi,30-34,7,0.7
2015,39,Provincia,Ravenna,Femmine,30-34,2,0.2
2015,39,Provincia,Ravenna,Maschi e femmine,30-34,9,0.4
2015,39,Provincia,Ravenna,Maschi,35-39,13,1
2015,39,Provincia,Ravenna,Femmine,35-39,5,0.4
2015,39,Provincia,Ravenna,Maschi e femmine,35-39,18,0.7
2015,39,Provincia,Ravenna,Maschi,40-44,23,1.4
2015,39,Provincia,Ravenna,Femmine,40-44,9,0.6
2015,39,Provincia,Ravenna,Maschi e femmine,40-44,32,1
2015,39,Provincia,Ravenna,Maschi,45-49,30,1.8
2015,39,Provincia,Ravenna,Femmine,45-49,20,1.2
2015,39,Provincia,Ravenna,Maschi e femmine,45-49,50,1.5
2015,39,Provincia,Ravenna,Maschi,50-54,50,3.2
2015,39,Provincia,Ravenna,Femmine,50-54,24,1.5
2015,39,Provincia,Ravenna,Maschi e femmine,50-54,74,2.4
2015,39,Provincia,Ravenna,Maschi,55-59,58,4.4
2015,39,Provincia,Ravenna,Femmine,55-59,35,2.5
2015,39,Provincia,Ravenna,Maschi e femmine,55-59,93,3.5
2015,39,Provincia,Ravenna,Maschi,60-64,69,6.2
2015,39,Provincia,Ravenna,Femmine,60-64,57,4.7
2015,39,Provincia,Ravenna,Maschi e femmine,60-64,126,5.4
2015,39,Provincia,Ravenna,Maschi,65-69,134,11.8
2015,39,Provincia,Ravenna,Femmine,65-69,86,6.7
2015,39,Provincia,Ravenna,Maschi e femmine,65-69,220,9.1
2015,39,Provincia,Ravenna,Maschi,70-74,172,18.9
2015,39,Provincia,Ravenna,Femmine,70-74,115,10.9
2015,39,Provincia,Ravenna,Maschi e femmine,70-74,287,14.6
2015,39,Provincia,Ravenna,Maschi,75-79,279,30.6
2015,39,Provincia,Ravenna,Femmine,75-79,271,23.9
2015,39,Provincia,Ravenna,Maschi e femmine,75-79,550,26.9
2015,39,Provincia,Ravenna,Maschi,80-84,446,66.1
2015,39,Provincia,Ravenna,Femmine,80-84,390,41.3
2015,39,Provincia,Ravenna,Maschi e femmine,80-84,836,51.6
2015,39,Provincia,Ravenna,Maschi,85-89,479,120.1
2015,39,Provincia,Ravenna,Femmine,85-89,592,88
2015,39,Provincia,Ravenna,Maschi e femmine,85-89,1071,99.9
2015,39,Provincia,Ravenna,Maschi,90-94,361,239.3
2015,39,Provincia,Ravenna,Femmine,90-94,621,172.6
2015,39,Provincia,Ravenna,Maschi e femmine,90-94,982,192.3
2015,39,Provincia,Ravenna,Maschi,95 e più,99,377.1
2015,39,Provincia,Ravenna,Femmine,95 e più,292,308.3
2015,39,Provincia,Ravenna,Maschi e femmine,95 e più,391,323.3
2015,39,Provincia,Ravenna,Maschi,Totale,2244,11.8
2015,39,Provincia,Ravenna,Femmine,Totale,2526,12.5
2015,39,Provincia,Ravenna,Maschi e femmine,Totale,4770,12.2
2015,40,Provincia,Forlì-Cesena,Maschi,0-4,5,0.6
2015,40,Provincia,Forlì-Cesena,Femmine,0-4,3,0.4
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,0-4,8,0.5
2015,40,Provincia,Forlì-Cesena,Maschi,9-May,0,0
2015,40,Provincia,Forlì-Cesena,Femmine,9-May,0,0
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,9-May,0,0
2015,40,Provincia,Forlì-Cesena,Maschi,14-Oct,2,0.2
2015,40,Provincia,Forlì-Cesena,Femmine,14-Oct,2,0.2
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,14-Oct,4,0.2
2015,40,Provincia,Forlì-Cesena,Maschi,15-19,1,0.1
2015,40,Provincia,Forlì-Cesena,Femmine,15-19,0,0
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,15-19,1,0.1
2015,40,Provincia,Forlì-Cesena,Maschi,20-24,5,0.6
2015,40,Provincia,Forlì-Cesena,Femmine,20-24,3,0.4
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,20-24,8,0.5
2015,40,Provincia,Forlì-Cesena,Maschi,25-29,4,0.4
2015,40,Provincia,Forlì-Cesena,Femmine,25-29,0,0
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,25-29,4,0.2
2015,40,Provincia,Forlì-Cesena,Maschi,30-34,7,0.6
2015,40,Provincia,Forlì-Cesena,Femmine,30-34,4,0.4
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,30-34,11,0.5
2015,40,Provincia,Forlì-Cesena,Maschi,35-39,11,0.8
2015,40,Provincia,Forlì-Cesena,Femmine,35-39,10,0.7
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,35-39,21,0.8
2015,40,Provincia,Forlì-Cesena,Maschi,40-44,11,0.7
2015,40,Provincia,Forlì-Cesena,Femmine,40-44,11,0.7
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,40-44,22,0.7
2015,40,Provincia,Forlì-Cesena,Maschi,45-49,32,2
2015,40,Provincia,Forlì-Cesena,Femmine,45-49,15,0.9
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,45-49,47,1.5
2015,40,Provincia,Forlì-Cesena,Maschi,50-54,36,2.4
2015,40,Provincia,Forlì-Cesena,Femmine,50-54,23,1.5
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,50-54,59,1.9
2015,40,Provincia,Forlì-Cesena,Maschi,55-59,54,4.2
2015,40,Provincia,Forlì-Cesena,Femmine,55-59,44,3.2
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,55-59,98,3.7
2015,40,Provincia,Forlì-Cesena,Maschi,60-64,69,6.2
2015,40,Provincia,Forlì-Cesena,Femmine,60-64,63,5.1
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,60-64,132,5.6
2015,40,Provincia,Forlì-Cesena,Maschi,65-69,124,10.8
2015,40,Provincia,Forlì-Cesena,Femmine,65-69,84,6.8
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,65-69,208,8.7
2015,40,Provincia,Forlì-Cesena,Maschi,70-74,194,20.7
2015,40,Provincia,Forlì-Cesena,Femmine,70-74,111,10.4
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,70-74,305,15.2
2015,40,Provincia,Forlì-Cesena,Maschi,75-79,268,30.4
2015,40,Provincia,Forlì-Cesena,Femmine,75-79,210,19.6
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,75-79,478,24.5
2015,40,Provincia,Forlì-Cesena,Maschi,80-84,414,68.1
2015,40,Provincia,Forlì-Cesena,Femmine,80-84,397,47.1
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,80-84,811,55.9
2015,40,Provincia,Forlì-Cesena,Maschi,85-89,416,118.1
2015,40,Provincia,Forlì-Cesena,Femmine,85-89,543,86.2
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,85-89,959,97.6
2015,40,Provincia,Forlì-Cesena,Maschi,90-94,313,239.3
2015,40,Provincia,Forlì-Cesena,Femmine,90-94,588,183.2
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,90-94,901,199.4
2015,40,Provincia,Forlì-Cesena,Maschi,95 e più,72,355.6
2015,40,Provincia,Forlì-Cesena,Femmine,95 e più,240,311.7
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,95 e più,312,320.8
2015,40,Provincia,Forlì-Cesena,Maschi,Totale,2038,10.6
2015,40,Provincia,Forlì-Cesena,Femmine,Totale,2351,11.6
2015,40,Provincia,Forlì-Cesena,Maschi e femmine,Totale,4389,11.1
2015,41,Provincia,Pesaro e Urbino,Maschi,0-4,4,0.5
2015,41,Provincia,Pesaro e Urbino,Femmine,0-4,2,0.3
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,0-4,6,0.4
2015,41,Provincia,Pesaro e Urbino,Maschi,9-May,1,0.1
2015,41,Provincia,Pesaro e Urbino,Femmine,9-May,0,0
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,9-May,1,0.1
2015,41,Provincia,Pesaro e Urbino,Maschi,14-Oct,2,0.2
2015,41,Provincia,Pesaro e Urbino,Femmine,14-Oct,0,0
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,14-Oct,2,0.1
2015,41,Provincia,Pesaro e Urbino,Maschi,15-19,2,0.2
2015,41,Provincia,Pesaro e Urbino,Femmine,15-19,3,0.4
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,15-19,5,0.3
2015,41,Provincia,Pesaro e Urbino,Maschi,20-24,6,0.7
2015,41,Provincia,Pesaro e Urbino,Femmine,20-24,1,0.1
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,20-24,7,0.4
2015,41,Provincia,Pesaro e Urbino,Maschi,25-29,2,0.2
2015,41,Provincia,Pesaro e Urbino,Femmine,25-29,2,0.2
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,25-29,4,0.2
2015,41,Provincia,Pesaro e Urbino,Maschi,30-34,10,1
2015,41,Provincia,Pesaro e Urbino,Femmine,30-34,3,0.3
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,30-34,13,0.6
2015,41,Provincia,Pesaro e Urbino,Maschi,35-39,3,0.2
2015,41,Provincia,Pesaro e Urbino,Femmine,35-39,5,0.4
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,35-39,8,0.3
2015,41,Provincia,Pesaro e Urbino,Maschi,40-44,13,0.9
2015,41,Provincia,Pesaro e Urbino,Femmine,40-44,9,0.6
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,40-44,22,0.8
2015,41,Provincia,Pesaro e Urbino,Maschi,45-49,29,2
2015,41,Provincia,Pesaro e Urbino,Femmine,45-49,19,1.3
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,45-49,48,1.6
2015,41,Provincia,Pesaro e Urbino,Maschi,50-54,32,2.3
2015,41,Provincia,Pesaro e Urbino,Femmine,50-54,22,1.6
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,50-54,54,1.9
2015,41,Provincia,Pesaro e Urbino,Maschi,55-59,64,5.4
2015,41,Provincia,Pesaro e Urbino,Femmine,55-59,48,3.9
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,55-59,112,4.6
2015,41,Provincia,Pesaro e Urbino,Maschi,60-64,68,6.6
2015,41,Provincia,Pesaro e Urbino,Femmine,60-64,41,3.7
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,60-64,109,5.1
2015,41,Provincia,Pesaro e Urbino,Maschi,65-69,111,10.6
2015,41,Provincia,Pesaro e Urbino,Femmine,65-69,60,5.3
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,65-69,171,7.9
2015,41,Provincia,Pesaro e Urbino,Maschi,70-74,177,21.1
2015,41,Provincia,Pesaro e Urbino,Femmine,70-74,101,10.8
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,70-74,278,15.6
2015,41,Provincia,Pesaro e Urbino,Maschi,75-79,278,35.7
2015,41,Provincia,Pesaro e Urbino,Femmine,75-79,196,20.6
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,75-79,474,27.4
2015,41,Provincia,Pesaro e Urbino,Maschi,80-84,368,66.8
2015,41,Provincia,Pesaro e Urbino,Femmine,80-84,304,38
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,80-84,672,49.7
2015,41,Provincia,Pesaro e Urbino,Maschi,85-89,433,138.6
2015,41,Provincia,Pesaro e Urbino,Femmine,85-89,485,84.5
2015,41,Provincia,Pesaro e Urbino,Maschi e femmine,85-89,918,103.6
