Anno,Codice territoriale,Entita.territoriale,Denominazione territoriale,Sesso,Classi.di.eta,Decessi,Tasso di mortalità (per mille abitanti)
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi e femmine,80-84,719,48.6
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi,85-89,394,121.1
2015,221,Regione,Provincia Autonoma di Bolzano,Femmine,85-89,497,82.5
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi e femmine,85-89,891,96
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi,90-94,257,234
2015,221,Regione,Provincia Autonoma di Bolzano,Femmine,90-94,531,167.2
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi e femmine,90-94,788,184.4
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi,95 e più,68,429
2015,221,Regione,Provincia Autonoma di Bolzano,Femmine,95 e più,207,319.4
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi e femmine,95 e più,275,341
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi,Totale,2149,8.4
2015,221,Regione,Provincia Autonoma di Bolzano,Femmine,Totale,2208,8.4
2015,221,Regione,Provincia Autonoma di Bolzano,Maschi e femmine,Totale,4357,8.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi,0-4,8,0.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,0-4,5,0.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,0-4,13,0.5
2015,222,Regione,Provincia Autonoma di Trento,Maschi,9-May,2,0.1
2015,222,Regione,Provincia Autonoma di Trento,Femmine,9-May,1,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,9-May,3,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi,14-Oct,0,0
2015,222,Regione,Provincia Autonoma di Trento,Femmine,14-Oct,2,0.2
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,14-Oct,2,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi,15-19,0,0
2015,222,Regione,Provincia Autonoma di Trento,Femmine,15-19,1,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,15-19,1,0
2015,222,Regione,Provincia Autonoma di Trento,Maschi,20-24,8,0.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,20-24,3,0.2
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,20-24,11,0.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi,25-29,8,0.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,25-29,2,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,25-29,10,0.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi,30-34,10,0.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,30-34,1,0.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,30-34,11,0.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi,35-39,11,0.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,35-39,10,0.6
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,35-39,21,0.6
2015,222,Regione,Provincia Autonoma di Trento,Maschi,40-44,23,1.1
2015,222,Regione,Provincia Autonoma di Trento,Femmine,40-44,14,0.7
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,40-44,37,0.9
2015,222,Regione,Provincia Autonoma di Trento,Maschi,45-49,30,1.4
2015,222,Regione,Provincia Autonoma di Trento,Femmine,45-49,22,1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,45-49,52,1.2
2015,222,Regione,Provincia Autonoma di Trento,Maschi,50-54,51,2.4
2015,222,Regione,Provincia Autonoma di Trento,Femmine,50-54,34,1.6
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,50-54,85,2
2015,222,Regione,Provincia Autonoma di Trento,Maschi,55-59,70,3.9
2015,222,Regione,Provincia Autonoma di Trento,Femmine,55-59,39,2.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,55-59,109,3
2015,222,Regione,Provincia Autonoma di Trento,Maschi,60-64,135,8.4
2015,222,Regione,Provincia Autonoma di Trento,Femmine,60-64,61,3.8
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,60-64,196,6.1
2015,222,Regione,Provincia Autonoma di Trento,Maschi,65-69,201,13.3
2015,222,Regione,Provincia Autonoma di Trento,Femmine,65-69,102,6.6
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,65-69,303,9.9
2015,222,Regione,Provincia Autonoma di Trento,Maschi,70-74,242,20.4
2015,222,Regione,Provincia Autonoma di Trento,Femmine,70-74,151,11.2
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,70-74,393,15.5
2015,222,Regione,Provincia Autonoma di Trento,Maschi,75-79,321,33.4
2015,222,Regione,Provincia Autonoma di Trento,Femmine,75-79,223,18.3
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,75-79,544,25
2015,222,Regione,Provincia Autonoma di Trento,Maschi,80-84,410,64.1
2015,222,Regione,Provincia Autonoma di Trento,Femmine,80-84,369,36.8
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,80-84,779,47.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi,85-89,435,120.9
2015,222,Regione,Provincia Autonoma di Trento,Femmine,85-89,612,79.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,85-89,1047,92.6
2015,222,Regione,Provincia Autonoma di Trento,Maschi,90-94,284,198.6
2015,222,Regione,Provincia Autonoma di Trento,Femmine,90-94,752,172
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,90-94,1036,178.5
2015,222,Regione,Provincia Autonoma di Trento,Maschi,95 e più,69,339.9
2015,222,Regione,Provincia Autonoma di Trento,Femmine,95 e più,329,337.4
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,95 e più,398,337.9
2015,222,Regione,Provincia Autonoma di Trento,Maschi,Totale,2318,8.8
2015,222,Regione,Provincia Autonoma di Trento,Femmine,Totale,2733,9.9
2015,222,Regione,Provincia Autonoma di Trento,Maschi e femmine,Totale,5051,9.4
2015,1,Provincia,Torino,Maschi,0-4,27,0.5
2015,1,Provincia,Torino,Femmine,0-4,23,0.5
2015,1,Provincia,Torino,Maschi e femmine,0-4,50,0.5
2015,1,Provincia,Torino,Maschi,9-May,1,0
2015,1,Provincia,Torino,Femmine,9-May,4,0.1
2015,1,Provincia,Torino,Maschi e femmine,9-May,5,0
2015,1,Provincia,Torino,Maschi,14-Oct,6,0.1
2015,1,Provincia,Torino,Femmine,14-Oct,1,0
2015,1,Provincia,Torino,Maschi e femmine,14-Oct,7,0.1
2015,1,Provincia,Torino,Maschi,15-19,9,0.2
2015,1,Provincia,Torino,Femmine,15-19,6,0.1
2015,1,Provincia,Torino,Maschi e femmine,15-19,15,0.2
2015,1,Provincia,Torino,Maschi,20-24,15,0.3
2015,1,Provincia,Torino,Femmine,20-24,11,0.2
2015,1,Provincia,Torino,Maschi e femmine,20-24,26,0.3
2015,1,Provincia,Torino,Maschi,25-29,28,0.5
2015,1,Provincia,Torino,Femmine,25-29,15,0.3
2015,1,Provincia,Torino,Maschi e femmine,25-29,43,0.4
2015,1,Provincia,Torino,Maschi,30-34,34,0.5
2015,1,Provincia,Torino,Femmine,30-34,13,0.2
2015,1,Provincia,Torino,Maschi e femmine,30-34,47,0.4
2015,1,Provincia,Torino,Maschi,35-39,58,0.8
2015,1,Provincia,Torino,Femmine,35-39,29,0.4
2015,1,Provincia,Torino,Maschi e femmine,35-39,87,0.6
2015,1,Provincia,Torino,Maschi,40-44,91,1
2015,1,Provincia,Torino,Femmine,40-44,60,0.7
2015,1,Provincia,Torino,Maschi e femmine,40-44,151,0.8
2015,1,Provincia,Torino,Maschi,45-49,214,2.3
2015,1,Provincia,Torino,Femmine,45-49,99,1
2015,1,Provincia,Torino,Maschi e femmine,45-49,313,1.7
2015,1,Provincia,Torino,Maschi,50-54,319,3.8
2015,1,Provincia,Torino,Femmine,50-54,152,1.7
2015,1,Provincia,Torino,Maschi e femmine,50-54,471,2.7
2015,1,Provincia,Torino,Maschi,55-59,394,5.2
2015,1,Provincia,Torino,Femmine,55-59,248,3.1
2015,1,Provincia,Torino,Maschi e femmine,55-59,642,4.1
2015,1,Provincia,Torino,Maschi,60-64,590,8.7
2015,1,Provincia,Torino,Femmine,60-64,351,4.7
2015,1,Provincia,Torino,Maschi e femmine,60-64,941,6.6
2015,1,Provincia,Torino,Maschi,65-69,893,12.8
2015,1,Provincia,Torino,Femmine,65-69,539,7
2015,1,Provincia,Torino,Maschi e femmine,65-69,1432,9.7
2015,1,Provincia,Torino,Maschi,70-74,1259,22.1
2015,1,Provincia,Torino,Femmine,70-74,802,12.1
2015,1,Provincia,Torino,Maschi e femmine,70-74,2061,16.7
2015,1,Provincia,Torino,Maschi,75-79,2014,37.4
2015,1,Provincia,Torino,Femmine,75-79,1449,21.7
2015,1,Provincia,Torino,Maschi e femmine,75-79,3463,28.7
2015,1,Provincia,Torino,Maschi,80-84,2541,72
2015,1,Provincia,Torino,Femmine,80-84,2481,47.7
2015,1,Provincia,Torino,Maschi e femmine,80-84,5022,57.5
2015,1,Provincia,Torino,Maschi,85-89,2342,131.9
2015,1,Provincia,Torino,Femmine,85-89,3242,94.7
2015,1,Provincia,Torino,Maschi e femmine,85-89,5584,107.4
2015,1,Provincia,Torino,Maschi,90-94,1362,245.8
2015,1,Provincia,Torino,Femmine,90-94,2866,186
2015,1,Provincia,Torino,Maschi e femmine,90-94,4228,201.9
2015,1,Provincia,Torino,Maschi,95 e più,315,391.3
2015,1,Provincia,Torino,Femmine,95 e più,1289,370.7
2015,1,Provincia,Torino,Maschi e femmine,95 e più,1604,374.6
2015,1,Provincia,Torino,Maschi,Totale,12512,11.3
2015,1,Provincia,Torino,Femmine,Totale,13680,11.6
2015,1,Provincia,Torino,Maschi e femmine,Totale,26192,11.5
2015,2,Provincia,Vercelli,Maschi,0-4,2,0.6
2015,2,Provincia,Vercelli,Femmine,0-4,1,0.3
2015,2,Provincia,Vercelli,Maschi e femmine,0-4,3,0.5
2015,2,Provincia,Vercelli,Maschi,9-May,0,0
2015,2,Provincia,Vercelli,Femmine,9-May,0,0
2015,2,Provincia,Vercelli,Maschi e femmine,9-May,0,0
2015,2,Provincia,Vercelli,Maschi,14-Oct,0,0
2015,2,Provincia,Vercelli,Femmine,14-Oct,0,0
2015,2,Provincia,Vercelli,Maschi e femmine,14-Oct,0,0
2015,2,Provincia,Vercelli,Maschi,15-19,5,1.3
2015,2,Provincia,Vercelli,Femmine,15-19,0,0
2015,2,Provincia,Vercelli,Maschi e femmine,15-19,5,0.7
2015,2,Provincia,Vercelli,Maschi,20-24,5,1.2
2015,2,Provincia,Vercelli,Femmine,20-24,0,0
2015,2,Provincia,Vercelli,Maschi e femmine,20-24,5,0.7
2015,2,Provincia,Vercelli,Maschi,25-29,3,0.7
2015,2,Provincia,Vercelli,Femmine,25-29,1,0.2
2015,2,Provincia,Vercelli,Maschi e femmine,25-29,4,0.5
2015,2,Provincia,Vercelli,Maschi,30-34,2,0.4
2015,2,Provincia,Vercelli,Femmine,30-34,2,0.4
2015,2,Provincia,Vercelli,Maschi e femmine,30-34,4,0.4
2015,2,Provincia,Vercelli,Maschi,35-39,2,0.4
2015,2,Provincia,Vercelli,Femmine,35-39,1,0.2
2015,2,Provincia,Vercelli,Maschi e femmine,35-39,3,0.3
2015,2,Provincia,Vercelli,Maschi,40-44,13,2
2015,2,Provincia,Vercelli,Femmine,40-44,4,0.6
2015,2,Provincia,Vercelli,Maschi e femmine,40-44,17,1.3
2015,2,Provincia,Vercelli,Maschi,45-49,11,1.5
2015,2,Provincia,Vercelli,Femmine,45-49,8,1.1
2015,2,Provincia,Vercelli,Maschi e femmine,45-49,19,1.3
2015,2,Provincia,Vercelli,Maschi,50-54,18,2.5
2015,2,Provincia,Vercelli,Femmine,50-54,13,1.8
2015,2,Provincia,Vercelli,Maschi e femmine,50-54,31,2.2
2015,2,Provincia,Vercelli,Maschi,55-59,47,7.6
2015,2,Provincia,Vercelli,Femmine,55-59,16,2.5
2015,2,Provincia,Vercelli,Maschi e femmine,55-59,63,5
2015,2,Provincia,Vercelli,Maschi,60-64,57,9.8
2015,2,Provincia,Vercelli,Femmine,60-64,38,6.5
2015,2,Provincia,Vercelli,Maschi e femmine,60-64,95,8.1
2015,2,Provincia,Vercelli,Maschi,65-69,91,16.4
2015,2,Provincia,Vercelli,Femmine,65-69,35,5.8
2015,2,Provincia,Vercelli,Maschi e femmine,65-69,126,10.9
2015,2,Provincia,Vercelli,Maschi,70-74,111,26
2015,2,Provincia,Vercelli,Femmine,70-74,63,12.5
2015,2,Provincia,Vercelli,Maschi e femmine,70-74,174,18.7
2015,2,Provincia,Vercelli,Maschi,75-79,177,41.9
2015,2,Provincia,Vercelli,Femmine,75-79,111,19.7
2015,2,Provincia,Vercelli,Maschi e femmine,75-79,288,29.2
2015,2,Provincia,Vercelli,Maschi,80-84,204,68.2
2015,2,Provincia,Vercelli,Femmine,80-84,218,46.1
2015,2,Provincia,Vercelli,Maschi e femmine,80-84,422,54.7
2015,2,Provincia,Vercelli,Maschi,85-89,244,153.7
2015,2,Provincia,Vercelli,Femmine,85-89,357,104.6
2015,2,Provincia,Vercelli,Maschi e femmine,85-89,601,120.2
2015,2,Provincia,Vercelli,Maschi,90-94,132,232.6
2015,2,Provincia,Vercelli,Femmine,90-94,294,187.6
2015,2,Provincia,Vercelli,Maschi e femmine,90-94,426,199.5
2015,2,Provincia,Vercelli,Maschi,95 e più,27,406
2015,2,Provincia,Vercelli,Femmine,95 e più,118,310.1
2015,2,Provincia,Vercelli,Maschi e femmine,95 e più,145,324.4
2015,2,Provincia,Vercelli,Maschi,Totale,1151,13.6
2015,2,Provincia,Vercelli,Femmine,Totale,1280,14.1
2015,2,Provincia,Vercelli,Maschi e femmine,Totale,2431,13.9
2015,3,Provincia,Novara,Maschi,0-4,1,0.1
2015,3,Provincia,Novara,Femmine,0-4,6,0.8
2015,3,Provincia,Novara,Maschi e femmine,0-4,7,0.4
2015,3,Provincia,Novara,Maschi,9-May,0,0
2015,3,Provincia,Novara,Femmine,9-May,0,0
2015,3,Provincia,Novara,Maschi e femmine,9-May,0,0
2015,3,Provincia,Novara,Maschi,14-Oct,1,0.1
2015,3,Provincia,Novara,Femmine,14-Oct,0,0
2015,3,Provincia,Novara,Maschi e femmine,14-Oct,1,0.1
2015,3,Provincia,Novara,Maschi,15-19,1,0.1
2015,3,Provincia,Novara,Femmine,15-19,2,0.3
2015,3,Provincia,Novara,Maschi e femmine,15-19,3,0.2
2015,3,Provincia,Novara,Maschi,20-24,1,0.1
2015,3,Provincia,Novara,Femmine,20-24,1,0.1
2015,3,Provincia,Novara,Maschi e femmine,20-24,2,0.1
2015,3,Provincia,Novara,Maschi,25-29,4,0.4
2015,3,Provincia,Novara,Femmine,25-29,4,0.4
2015,3,Provincia,Novara,Maschi e femmine,25-29,8,0.4
2015,3,Provincia,Novara,Maschi,30-34,3,0.3
2015,3,Provincia,Novara,Femmine,30-34,4,0.4
2015,3,Provincia,Novara,Maschi e femmine,30-34,7,0.3
2015,3,Provincia,Novara,Maschi,35-39,5,0.4
2015,3,Provincia,Novara,Femmine,35-39,11,0.9
2015,3,Provincia,Novara,Maschi e femmine,35-39,16,0.6
2015,3,Provincia,Novara,Maschi,40-44,21,1.4
2015,3,Provincia,Novara,Femmine,40-44,10,0.7
2015,3,Provincia,Novara,Maschi e femmine,40-44,31,1
2015,3,Provincia,Novara,Maschi,45-49,26,1.7
2015,3,Provincia,Novara,Femmine,45-49,21,1.4
2015,3,Provincia,Novara,Maschi e femmine,45-49,47,1.5
2015,3,Provincia,Novara,Maschi,50-54,37,2.5
2015,3,Provincia,Novara,Femmine,50-54,28,1.9
2015,3,Provincia,Novara,Maschi e femmine,50-54,65,2.2
2015,3,Provincia,Novara,Maschi,55-59,66,5.3
2015,3,Provincia,Novara,Femmine,55-59,34,2.6
2015,3,Provincia,Novara,Maschi e femmine,55-59,100,3.9
2015,3,Provincia,Novara,Maschi,60-64,90,8
2015,3,Provincia,Novara,Femmine,60-64,55,4.7
2015,3,Provincia,Novara,Maschi e femmine,60-64,145,6.3
2015,3,Provincia,Novara,Maschi,65-69,146,13.7
2015,3,Provincia,Novara,Femmine,65-69,94,8
2015,3,Provincia,Novara,Maschi e femmine,65-69,240,10.7
2015,3,Provincia,Novara,Maschi,70-74,197,24.7
2015,3,Provincia,Novara,Femmine,70-74,102,10.4
2015,3,Provincia,Novara,Maschi e femmine,70-74,299,16.9
2015,3,Provincia,Novara,Maschi,75-79,347,45
2015,3,Provincia,Novara,Femmine,75-79,235,23
2015,3,Provincia,Novara,Maschi e femmine,75-79,582,32.5
2015,3,Provincia,Novara,Maschi,80-84,379,74
2015,3,Provincia,Novara,Femmine,80-84,364,44.2
2015,3,Provincia,Novara,Maschi e femmine,80-84,743,55.6
2015,3,Provincia,Novara,Maschi,85-89,342,125.6
2015,3,Provincia,Novara,Femmine,85-89,547,93.6
2015,3,Provincia,Novara,Maschi e femmine,85-89,889,103.8
2015,3,Provincia,Novara,Maschi,90-94,205,228.5
2015,3,Provincia,Novara,Femmine,90-94,526,189.9
2015,3,Provincia,Novara,Maschi e femmine,90-94,731,199.3
2015,3,Provincia,Novara,Maschi,95 e più,47,379
2015,3,Provincia,Novara,Femmine,95 e più,215,349.9
2015,3,Provincia,Novara,Maschi e femmine,95 e più,262,354.8
2015,3,Provincia,Novara,Maschi,Totale,1919,10.7
2015,3,Provincia,Novara,Femmine,Totale,2259,11.8
2015,3,Provincia,Novara,Maschi e femmine,Totale,4178,11.3
2015,4,Provincia,Cuneo,Maschi,0-4,11,0.8
2015,4,Provincia,Cuneo,Femmine,0-4,9,0.7
2015,4,Provincia,Cuneo,Maschi e femmine,0-4,20,0.8
2015,4,Provincia,Cuneo,Maschi,9-May,1,0.1
2015,4,Provincia,Cuneo,Femmine,9-May,0,0
2015,4,Provincia,Cuneo,Maschi e femmine,9-May,1,0
2015,4,Provincia,Cuneo,Maschi,14-Oct,0,0
2015,4,Provincia,Cuneo,Femmine,14-Oct,0,0
2015,4,Provincia,Cuneo,Maschi e femmine,14-Oct,0,0
2015,4,Provincia,Cuneo,Maschi,15-19,1,0.1
2015,4,Provincia,Cuneo,Femmine,15-19,3,0.2
2015,4,Provincia,Cuneo,Maschi e femmine,15-19,4,0.1
2015,4,Provincia,Cuneo,Maschi,20-24,10,0.7
2015,4,Provincia,Cuneo,Femmine,20-24,5,0.4
2015,4,Provincia,Cuneo,Maschi e femmine,20-24,15,0.5
2015,4,Provincia,Cuneo,Maschi,25-29,7,0.5
2015,4,Provincia,Cuneo,Femmine,25-29,6,0.4
2015,4,Provincia,Cuneo,Maschi e femmine,25-29,13,0.4
2015,4,Provincia,Cuneo,Maschi,30-34,15,0.9
2015,4,Provincia,Cuneo,Femmine,30-34,4,0.2
2015,4,Provincia,Cuneo,Maschi e femmine,30-34,19,0.6
2015,4,Provincia,Cuneo,Maschi,35-39,19,1
2015,4,Provincia,Cuneo,Femmine,35-39,7,0.4
2015,4,Provincia,Cuneo,Maschi e femmine,35-39,26,0.7
2015,4,Provincia,Cuneo,Maschi,40-44,34,1.5
2015,4,Provincia,Cuneo,Femmine,40-44,17,0.8
2015,4,Provincia,Cuneo,Maschi e femmine,40-44,51,1.1
2015,4,Provincia,Cuneo,Maschi,45-49,42,1.8
2015,4,Provincia,Cuneo,Femmine,45-49,24,1
2015,4,Provincia,Cuneo,Maschi e femmine,45-49,66,1.4
2015,4,Provincia,Cuneo,Maschi,50-54,71,3.1
2015,4,Provincia,Cuneo,Femmine,50-54,49,2.2
2015,4,Provincia,Cuneo,Maschi e femmine,50-54,120,2.7
2015,4,Provincia,Cuneo,Maschi,55-59,103,5.2
2015,4,Provincia,Cuneo,Femmine,55-59,60,3.1
2015,4,Provincia,Cuneo,Maschi e femmine,55-59,163,4.1
2015,4,Provincia,Cuneo,Maschi,60-64,162,8.9
2015,4,Provincia,Cuneo,Femmine,60-64,74,4
2015,4,Provincia,Cuneo,Maschi e femmine,60-64,236,6.5
2015,4,Provincia,Cuneo,Maschi,65-69,220,12.5
2015,4,Provincia,Cuneo,Femmine,65-69,121,6.7
2015,4,Provincia,Cuneo,Maschi e femmine,65-69,341,9.5
2015,4,Provincia,Cuneo,Maschi,70-74,346,24.1
2015,4,Provincia,Cuneo,Femmine,70-74,191,12.3
2015,4,Provincia,Cuneo,Maschi e femmine,70-74,537,17.9
2015,4,Provincia,Cuneo,Maschi,75-79,570,42.9
2015,4,Provincia,Cuneo,Femmine,75-79,363,23
2015,4,Provincia,Cuneo,Maschi e femmine,75-79,933,32.1
2015,4,Provincia,Cuneo,Maschi,80-84,707,78.1
2015,4,Provincia,Cuneo,Femmine,80-84,652,50.5
2015,4,Provincia,Cuneo,Maschi e femmine,80-84,1359,61.9
2015,4,Provincia,Cuneo,Maschi,85-89,685,140.2
2015,4,Provincia,Cuneo,Femmine,85-89,941,101.6
2015,4,Provincia,Cuneo,Maschi e femmine,85-89,1626,115
2015,4,Provincia,Cuneo,Maschi,90-94,406,257.6
2015,4,Provincia,Cuneo,Femmine,90-94,815,187.6
2015,4,Provincia,Cuneo,Maschi e femmine,90-94,1221,206.2
2015,4,Provincia,Cuneo,Maschi,95 e più,88,400
2015,4,Provincia,Cuneo,Femmine,95 e più,365,362.8
2015,4,Provincia,Cuneo,Maschi e femmine,95 e più,453,369.5
2015,4,Provincia,Cuneo,Maschi,Totale,3498,12
2015,4,Provincia,Cuneo,Femmine,Totale,3706,12.3
2015,4,Provincia,Cuneo,Maschi e femmine,Totale,7204,12.2
2015,5,Provincia,Asti,Maschi,0-4,0,0
2015,5,Provincia,Asti,Femmine,0-4,2,0.5
2015,5,Provincia,Asti,Maschi e femmine,0-4,2,0.2
2015,5,Provincia,Asti,Maschi,9-May,1,0.2
2015,5,Provincia,Asti,Femmine,9-May,0,0
2015,5,Provincia,Asti,Maschi e femmine,9-May,1,0.1
2015,5,Provincia,Asti,Maschi,14-Oct,0,0
2015,5,Provincia,Asti,Femmine,14-Oct,0,0
2015,5,Provincia,Asti,Maschi e femmine,14-Oct,0,0
2015,5,Provincia,Asti,Maschi,15-19,4,0.8
2015,5,Provincia,Asti,Femmine,15-19,1,0.2
2015,5,Provincia,Asti,Maschi e femmine,15-19,5,0.5
2015,5,Provincia,Asti,Maschi,20-24,1,0.2
2015,5,Provincia,Asti,Femmine,20-24,2,0.4
2015,5,Provincia,Asti,Maschi e femmine,20-24,3,0.3
2015,5,Provincia,Asti,Maschi,25-29,3,0.6
2015,5,Provincia,Asti,Femmine,25-29,0,0
2015,5,Provincia,Asti,Maschi e femmine,25-29,3,0.3
2015,5,Provincia,Asti,Maschi,30-34,3,0.5
2015,5,Provincia,Asti,Femmine,30-34,3,0.5
2015,5,Provincia,Asti,Maschi e femmine,30-34,6,0.5
2015,5,Provincia,Asti,Maschi,35-39,6,0.9
2015,5,Provincia,Asti,Femmine,35-39,3,0.4
2015,5,Provincia,Asti,Maschi e femmine,35-39,9,0.6
2015,5,Provincia,Asti,Maschi,40-44,6,0.7
2015,5,Provincia,Asti,Femmine,40-44,3,0.4
2015,5,Provincia,Asti,Maschi e femmine,40-44,9,0.5
2015,5,Provincia,Asti,Maschi,45-49,22,2.5
2015,5,Provincia,Asti,Femmine,45-49,11,1.3
2015,5,Provincia,Asti,Maschi e femmine,45-49,33,1.9
2015,5,Provincia,Asti,Maschi,50-54,30,3.6
2015,5,Provincia,Asti,Femmine,50-54,15,1.8
2015,5,Provincia,Asti,Maschi e femmine,50-54,45,2.7
2015,5,Provincia,Asti,Maschi,55-59,42,5.6
2015,5,Provincia,Asti,Femmine,55-59,36,4.7
2015,5,Provincia,Asti,Maschi e femmine,55-59,78,5.1
2015,5,Provincia,Asti,Maschi,60-64,48,6.9
2015,5,Provincia,Asti,Femmine,60-64,33,4.6
2015,5,Provincia,Asti,Maschi e femmine,60-64,81,5.7
2015,5,Provincia,Asti,Maschi,65-69,109,15.4
2015,5,Provincia,Asti,Femmine,65-69,58,7.8
2015,5,Provincia,Asti,Maschi e femmine,65-69,167,11.5
2015,5,Provincia,Asti,Maschi,70-74,139,26.2
2015,5,Provincia,Asti,Femmine,70-74,78,13.1
2015,5,Provincia,Asti,Maschi e femmine,70-74,217,19.3
2015,5,Provincia,Asti,Maschi,75-79,214,42.8
2015,5,Provincia,Asti,Femmine,75-79,175,27.6
2015,5,Provincia,Asti,Maschi e femmine,75-79,389,34.3
2015,5,Provincia,Asti,Maschi,80-84,289,78.3
2015,5,Provincia,Asti,Femmine,80-84,291,55.1
2015,5,Provincia,Asti,Maschi e femmine,80-84,580,64.6
2015,5,Provincia,Asti,Maschi,85-89,273,127.2
2015,5,Provincia,Asti,Femmine,85-89,401,99.6
2015,5,Provincia,Asti,Maschi e femmine,85-89,674,109.2
2015,5,Provincia,Asti,Maschi,90-94,179,241.7
2015,5,Provincia,Asti,Femmine,90-94,386,195.2
2015,5,Provincia,Asti,Maschi e femmine,90-94,565,207.9
2015,5,Provincia,Asti,Maschi,95 e più,41,334.7
2015,5,Provincia,Asti,Femmine,95 e più,156,341.7
2015,5,Provincia,Asti,Maschi e femmine,95 e più,197,340.2
2015,5,Provincia,Asti,Maschi,Totale,1410,13.3
2015,5,Provincia,Asti,Femmine,Totale,1654,14.7
2015,5,Provincia,Asti,Maschi e femmine,Totale,3064,14
2015,6,Provincia,Alessandria,Maschi,0-4,5,0.6
2015,6,Provincia,Alessandria,Femmine,0-4,9,1.2
2015,6,Provincia,Alessandria,Maschi e femmine,0-4,14,0.9
2015,6,Provincia,Alessandria,Maschi,9-May,1,0.1
2015,6,Provincia,Alessandria,Femmine,9-May,2,0.2
2015,6,Provincia,Alessandria,Maschi e femmine,9-May,3,0.2
2015,6,Provincia,Alessandria,Maschi,14-Oct,1,0.1
2015,6,Provincia,Alessandria,Femmine,14-Oct,0,0
2015,6,Provincia,Alessandria,Maschi e femmine,14-Oct,1,0.1
2015,6,Provincia,Alessandria,Maschi,15-19,0,0
2015,6,Provincia,Alessandria,Femmine,15-19,3,0.4
2015,6,Provincia,Alessandria,Maschi e femmine,15-19,3,0.2
2015,6,Provincia,Alessandria,Maschi,20-24,5,0.5
2015,6,Provincia,Alessandria,Femmine,20-24,5,0.6
2015,6,Provincia,Alessandria,Maschi e femmine,20-24,10,0.6
2015,6,Provincia,Alessandria,Maschi,25-29,1,0.1
2015,6,Provincia,Alessandria,Femmine,25-29,2,0.2
2015,6,Provincia,Alessandria,Maschi e femmine,25-29,3,0.2
2015,6,Provincia,Alessandria,Maschi,30-34,5,0.5
2015,6,Provincia,Alessandria,Femmine,30-34,1,0.1
2015,6,Provincia,Alessandria,Maschi e femmine,30-34,6,0.3
2015,6,Provincia,Alessandria,Maschi,35-39,10,0.7
2015,6,Provincia,Alessandria,Femmine,35-39,5,0.4
2015,6,Provincia,Alessandria,Maschi e femmine,35-39,15,0.6
2015,6,Provincia,Alessandria,Maschi,40-44,15,0.9
2015,6,Provincia,Alessandria,Femmine,40-44,9,0.6
2015,6,Provincia,Alessandria,Maschi e femmine,40-44,24,0.7
2015,6,Provincia,Alessandria,Maschi,45-49,37,2.1
2015,6,Provincia,Alessandria,Femmine,45-49,26,1.5
2015,6,Provincia,Alessandria,Maschi e femmine,45-49,63,1.8
2015,6,Provincia,Alessandria,Maschi,50-54,71,4.1
2015,6,Provincia,Alessandria,Femmine,50-54,46,2.6
2015,6,Provincia,Alessandria,Maschi e femmine,50-54,117,3.4
2015,6,Provincia,Alessandria,Maschi,55-59,74,4.9
