"Codice","SESSO","ETA","occ","Regione"
6,2,54,5689.5,"FRIULI-VENEZIA GIULIA"
6,2,48,7099.8333333,"FRIULI-VENEZIA GIULIA"
6,1,62,2264.75,"FRIULI-VENEZIA GIULIA"
6,2,26,2909.0833333,"FRIULI-VENEZIA GIULIA"
6,2,28,3600.5,"FRIULI-VENEZIA GIULIA"
6,1,50,8204.9166667,"FRIULI-VENEZIA GIULIA"
6,2,61,2303.8333333,"FRIULI-VENEZIA GIULIA"
6,2,63,990.16666667,"FRIULI-VENEZIA GIULIA"
6,2,18,266.33333333,"FRIULI-VENEZIA GIULIA"
6,2,33,4518,"FRIULI-VENEZIA GIULIA"
6,2,35,5303.5833333,"FRIULI-VENEZIA GIULIA"
6,1,20,1498,"FRIULI-VENEZIA GIULIA"
6,1,51,7692.0833333,"FRIULI-VENEZIA GIULIA"
6,1,45,8547.6666667,"FRIULI-VENEZIA GIULIA"
6,2,64,818.25,"FRIULI-VENEZIA GIULIA"
6,1,36,6850.5833333,"FRIULI-VENEZIA GIULIA"
6,1,17,181.41666667,"FRIULI-VENEZIA GIULIA"
6,1,19,948,"FRIULI-VENEZIA GIULIA"
6,2,30,3862.5833333,"FRIULI-VENEZIA GIULIA"
6,1,23,2713.9166667,"FRIULI-VENEZIA GIULIA"
6,1,25,3383.25,"FRIULI-VENEZIA GIULIA"
6,2,65,735.75,"FRIULI-VENEZIA GIULIA"
6,1,63,2080.5833333,"FRIULI-VENEZIA GIULIA"
6,1,26,3641.9166667,"FRIULI-VENEZIA GIULIA"
6,1,28,4410.4166667,"FRIULI-VENEZIA GIULIA"
6,1,22,2327.9166667,"FRIULI-VENEZIA GIULIA"
6,2,62,1246,"FRIULI-VENEZIA GIULIA"
6,1,34,6125.6666667,"FRIULI-VENEZIA GIULIA"
6,1,31,5408.1666667,"FRIULI-VENEZIA GIULIA"
6,2,34,4682.8333333,"FRIULI-VENEZIA GIULIA"
6,2,36,5419.8333333,"FRIULI-VENEZIA GIULIA"
6,1,21,1954.0833333,"FRIULI-VENEZIA GIULIA"
6,1,42,8369.9166667,"FRIULI-VENEZIA GIULIA"
6,1,33,5845.1666667,"FRIULI-VENEZIA GIULIA"
6,1,35,6731.3333333,"FRIULI-VENEZIA GIULIA"
6,1,37,7015.6666667,"FRIULI-VENEZIA GIULIA"
6,1,29,4764,"FRIULI-VENEZIA GIULIA"
6,1,39,8291.4166667,"FRIULI-VENEZIA GIULIA"
6,1,30,5014.1666667,"FRIULI-VENEZIA GIULIA"
6,1,24,3125.1666667,"FRIULI-VENEZIA GIULIA"
6,1,32,5668.4166667,"FRIULI-VENEZIA GIULIA"
6,1,40,8153.8333333,"FRIULI-VENEZIA GIULIA"
6,1,41,8394.1666667,"FRIULI-VENEZIA GIULIA"
6,1,27,4087.4166667,"FRIULI-VENEZIA GIULIA"
6,1,43,8391.5833333,"FRIULI-VENEZIA GIULIA"
6,1,38,7550.0833333,"FRIULI-VENEZIA GIULIA"
7,1,52,9464.75,"LIGURIA"
7,2,19,721.91666667,"LIGURIA"
7,1,54,8616.6666667,"LIGURIA"
7,2,25,3258.4166667,"LIGURIA"
7,1,60,4992.0833333,"LIGURIA"
7,2,27,3753.3333333,"LIGURIA"
7,1,53,8883.3333333,"LIGURIA"
7,1,55,7976.8333333,"LIGURIA"
7,2,40,7799.6666667,"LIGURIA"
7,1,62,3065.4166667,"LIGURIA"
7,2,26,3492,"LIGURIA"
7,1,58,6359.5,"LIGURIA"
7,2,43,8371,"LIGURIA"
7,2,37,6536.9166667,"LIGURIA"
7,1,59,5813.3333333,"LIGURIA"
7,2,20,1179.75,"LIGURIA"
7,1,63,2698.75,"LIGURIA"
7,1,57,7017.9166667,"LIGURIA"
7,2,21,1673.0833333,"LIGURIA"
7,1,61,4132.4166667,"LIGURIA"
7,2,38,7104.9166667,"LIGURIA"
7,2,48,9047.75,"LIGURIA"
7,2,42,8157.6666667,"LIGURIA"
7,1,56,7826.25,"LIGURIA"
7,2,28,4214.75,"LIGURIA"
7,2,22,2015.6666667,"LIGURIA"
7,2,45,8474.75,"LIGURIA"
7,2,39,7688.6666667,"LIGURIA"
7,2,41,8127.3333333,"LIGURIA"
7,2,51,8050.1666667,"LIGURIA"
7,1,65,2236.6666667,"LIGURIA"
7,2,29,4339.25,"LIGURIA"
7,2,44,8509.4166667,"LIGURIA"
7,2,46,8620.25,"LIGURIA"
7,2,56,6369.3333333,"LIGURIA"
7,2,50,8412.0833333,"LIGURIA"
7,1,64,2456.3333333,"LIGURIA"
7,2,15,5.3333333333,"LIGURIA"
7,2,30,4508.3333333,"LIGURIA"
7,2,24,2844.75,"LIGURIA"
7,2,47,8842.0833333,"LIGURIA"
7,2,49,8864.8333333,"LIGURIA"
7,2,59,4650,"LIGURIA"
7,2,53,7239.5,"LIGURIA"
7,2,16,29.166666667,"LIGURIA"
7,2,23,2469.75,"LIGURIA"
7,1,16,57.416666667,"LIGURIA"
7,1,18,577.5,"LIGURIA"
7,2,58,5114.8333333,"LIGURIA"
7,2,52,7724.4166667,"LIGURIA"
7,2,54,7117.25,"LIGURIA"
7,2,17,125.58333333,"LIGURIA"
7,1,15,18.666666667,"LIGURIA"
7,2,55,6754.25,"LIGURIA"
7,2,57,5702.75,"LIGURIA"
7,1,50,10160.75,"LIGURIA"
7,1,44,10363.916667,"LIGURIA"
7,1,46,10223.083333,"LIGURIA"
7,2,31,4636.0833333,"LIGURIA"
7,2,33,4997.75,"LIGURIA"
7,2,35,5972.9166667,"LIGURIA"
7,1,20,1699.6666667,"LIGURIA"
7,2,60,3933.4166667,"LIGURIA"
7,1,45,10394.083333,"LIGURIA"
7,1,47,10766,"LIGURIA"
7,2,32,4974.8333333,"LIGURIA"
7,1,17,202.25,"LIGURIA"
7,1,19,1125.3333333,"LIGURIA"
7,1,21,2328.25,"LIGURIA"
7,2,61,3184.25,"LIGURIA"
7,2,63,1489.5833333,"LIGURIA"
7,2,18,323.5,"LIGURIA"
7,1,32,6030.0833333,"LIGURIA"
7,1,26,4406.5,"LIGURIA"
7,1,28,5006.0833333,"LIGURIA"
7,1,51,9743.4166667,"LIGURIA"
7,2,62,1904.25,"LIGURIA"
7,2,64,1305.1666667,"LIGURIA"
7,1,49,11017.416667,"LIGURIA"
7,2,34,5385.25,"LIGURIA"
7,2,36,6261.25,"LIGURIA"
7,1,29,5239.25,"LIGURIA"
7,1,23,3077.9166667,"LIGURIA"
7,1,25,3971.8333333,"LIGURIA"
7,1,48,10998.083333,"LIGURIA"
7,1,24,3489.5,"LIGURIA"
7,1,34,6255.0833333,"LIGURIA"
7,1,36,7461.4166667,"LIGURIA"
7,1,22,2677.5833333,"LIGURIA"
7,1,27,4643.5833333,"LIGURIA"
7,1,42,10106.833333,"LIGURIA"
7,1,31,5828.8333333,"LIGURIA"
7,1,33,5877.5,"LIGURIA"
7,2,65,1045.75,"LIGURIA"
7,1,37,7719.1666667,"LIGURIA"
7,1,41,9799.0833333,"LIGURIA"
7,1,30,5615.4166667,"LIGURIA"
7,1,40,9461.5833333,"LIGURIA"
7,1,39,9072.1666667,"LIGURIA"
7,1,35,6746.9166667,"LIGURIA"
7,1,43,9986.5833333,"LIGURIA"
7,1,38,8615.5833333,"LIGURIA"
8,1,52,27735.5,"EMILIA-ROMAGNA"
8,2,25,10458.916667,"EMILIA-ROMAGNA"
8,2,31,17089.916667,"EMILIA-ROMAGNA"
8,1,58,18889.083333,"EMILIA-ROMAGNA"
8,2,19,2643.6666667,"EMILIA-ROMAGNA"
8,2,32,17726,"EMILIA-ROMAGNA"
8,2,49,27095.75,"EMILIA-ROMAGNA"
8,1,60,14284,"EMILIA-ROMAGNA"
8,2,37,23997.75,"EMILIA-ROMAGNA"
8,1,61,11928.666667,"EMILIA-ROMAGNA"
8,2,33,18467.583333,"EMILIA-ROMAGNA"
8,2,27,12977.083333,"EMILIA-ROMAGNA"
8,1,53,25940.416667,"EMILIA-ROMAGNA"
8,1,64,7686.9166667,"EMILIA-ROMAGNA"
8,2,38,25699.583333,"EMILIA-ROMAGNA"
8,2,40,27312.333333,"EMILIA-ROMAGNA"
8,1,54,25339.083333,"EMILIA-ROMAGNA"
8,2,26,11705.25,"EMILIA-ROMAGNA"
8,2,20,4138.5833333,"EMILIA-ROMAGNA"
8,2,43,27205.416667,"EMILIA-ROMAGNA"
8,1,65,7148.4166667,"EMILIA-ROMAGNA"
8,1,59,16318.916667,"EMILIA-ROMAGNA"
8,2,41,27074.083333,"EMILIA-ROMAGNA"
8,1,55,23588,"EMILIA-ROMAGNA"
8,2,35,21504.166667,"EMILIA-ROMAGNA"
8,2,50,25294.75,"EMILIA-ROMAGNA"
8,2,44,27850.833333,"EMILIA-ROMAGNA"
8,2,15,35.333333333,"EMILIA-ROMAGNA"
8,2,17,467.16666667,"EMILIA-ROMAGNA"
8,1,62,9298.3333333,"EMILIA-ROMAGNA"
8,2,34,19947,"EMILIA-ROMAGNA"
8,2,28,14250.25,"EMILIA-ROMAGNA"
8,2,51,24686.75,"EMILIA-ROMAGNA"
8,2,45,26952.5,"EMILIA-ROMAGNA"
8,2,39,26859.666667,"EMILIA-ROMAGNA"
8,2,18,1127.0833333,"EMILIA-ROMAGNA"
8,1,63,8354.6666667,"EMILIA-ROMAGNA"
8,1,57,21174.833333,"EMILIA-ROMAGNA"
8,2,21,5432.5,"EMILIA-ROMAGNA"
8,2,52,23908,"EMILIA-ROMAGNA"
8,2,46,26803,"EMILIA-ROMAGNA"
8,2,48,26806.916667,"EMILIA-ROMAGNA"
8,2,42,27626.666667,"EMILIA-ROMAGNA"
8,1,56,23053.916667,"EMILIA-ROMAGNA"
8,2,36,22816.333333,"EMILIA-ROMAGNA"
8,2,22,6630.5,"EMILIA-ROMAGNA"
8,2,53,22797.583333,"EMILIA-ROMAGNA"
8,2,16,135.91666667,"EMILIA-ROMAGNA"
8,2,57,17643.916667,"EMILIA-ROMAGNA"
8,2,59,13041.083333,"EMILIA-ROMAGNA"
8,1,44,32692.083333,"EMILIA-ROMAGNA"
8,2,29,15040.416667,"EMILIA-ROMAGNA"
8,2,23,7814.5,"EMILIA-ROMAGNA"
8,2,54,22082.75,"EMILIA-ROMAGNA"
8,2,56,19620.166667,"EMILIA-ROMAGNA"
8,2,58,15283.833333,"EMILIA-ROMAGNA"
8,2,60,10740,"EMILIA-ROMAGNA"
8,1,45,31948.416667,"EMILIA-ROMAGNA"
8,2,30,16160.083333,"EMILIA-ROMAGNA"
8,2,24,9076.1666667,"EMILIA-ROMAGNA"
8,2,47,26975.583333,"EMILIA-ROMAGNA"
8,1,19,4545.9166667,"EMILIA-ROMAGNA"
8,1,50,29730.25,"EMILIA-ROMAGNA"
8,2,61,8986.6666667,"EMILIA-ROMAGNA"
8,1,46,31875.666667,"EMILIA-ROMAGNA"
8,1,38,30353.75,"EMILIA-ROMAGNA"
8,1,16,248.5,"EMILIA-ROMAGNA"
8,1,18,2112.5833333,"EMILIA-ROMAGNA"
8,1,20,6599.8333333,"EMILIA-ROMAGNA"
8,1,51,28235,"EMILIA-ROMAGNA"
8,2,62,5065.5833333,"EMILIA-ROMAGNA"
8,1,47,32033.666667,"EMILIA-ROMAGNA"
8,1,15,70.666666667,"EMILIA-ROMAGNA"
8,2,55,20610.416667,"EMILIA-ROMAGNA"
8,1,27,15426.166667,"EMILIA-ROMAGNA"
8,1,21,8249.5833333,"EMILIA-ROMAGNA"
8,1,23,10831.75,"EMILIA-ROMAGNA"
8,2,63,4035,"EMILIA-ROMAGNA"
8,1,48,31776.416667,"EMILIA-ROMAGNA"
8,1,32,21475.833333,"EMILIA-ROMAGNA"
8,1,26,14510.916667,"EMILIA-ROMAGNA"
8,1,28,17235,"EMILIA-ROMAGNA"
8,1,22,9802.4166667,"EMILIA-ROMAGNA"
8,1,24,12019.75,"EMILIA-ROMAGNA"
8,2,64,3584.8333333,"EMILIA-ROMAGNA"
8,1,39,32063.666667,"EMILIA-ROMAGNA"
8,1,17,827.41666667,"EMILIA-ROMAGNA"
8,1,35,25740.5,"EMILIA-ROMAGNA"
8,1,29,18157.25,"EMILIA-ROMAGNA"
8,1,31,20602.666667,"EMILIA-ROMAGNA"
8,1,25,13344.666667,"EMILIA-ROMAGNA"
8,2,65,3089.75,"EMILIA-ROMAGNA"
8,1,40,32489.583333,"EMILIA-ROMAGNA"
8,1,34,23634,"EMILIA-ROMAGNA"
8,1,36,27324.166667,"EMILIA-ROMAGNA"
8,1,30,19338.666667,"EMILIA-ROMAGNA"
8,1,43,32034.083333,"EMILIA-ROMAGNA"
8,1,37,28297.083333,"EMILIA-ROMAGNA"
8,1,49,31514.25,"EMILIA-ROMAGNA"
8,1,33,22297.583333,"EMILIA-ROMAGNA"
8,1,41,32155.833333,"EMILIA-ROMAGNA"
8,1,42,32745.416667,"EMILIA-ROMAGNA"
9,1,64,6518.1666667,"TOSCANA"
9,2,43,20619.416667,"TOSCANA"
9,2,50,19922.583333,"TOSCANA"
9,2,39,20821.083333,"TOSCANA"
9,2,49,21224.25,"TOSCANA"
9,2,25,8322.75,"TOSCANA"
9,2,37,18713.833333,"TOSCANA"
9,2,21,4032.4166667,"TOSCANA"
9,2,44,21360.583333,"TOSCANA"
9,2,38,19724,"TOSCANA"
9,2,19,1839,"TOSCANA"
9,1,15,30.916666667,"TOSCANA"
9,2,55,16195.416667,"TOSCANA"
9,2,20,2861,"TOSCANA"
9,2,51,18867.333333,"TOSCANA"
9,1,65,6031.1666667,"TOSCANA"
9,2,16,55.666666667,"TOSCANA"
9,2,31,13288.916667,"TOSCANA"
9,1,16,122.91666667,"TOSCANA"
9,2,56,15483.083333,"TOSCANA"
9,2,58,12703.666667,"TOSCANA"
9,2,52,18576.916667,"TOSCANA"
9,2,15,16.5,"TOSCANA"
9,2,40,21049.75,"TOSCANA"
9,2,32,14117.5,"TOSCANA"
9,2,26,9115.6666667,"TOSCANA"
9,2,57,13853.25,"TOSCANA"
9,2,22,4957.1666667,"TOSCANA"
9,2,45,21137.666667,"TOSCANA"
9,2,47,21371.5,"TOSCANA"
9,2,41,21140.25,"TOSCANA"
9,2,33,14547.583333,"TOSCANA"
9,2,27,10056.083333,"TOSCANA"
9,2,29,11926.916667,"TOSCANA"
9,2,23,6104.0833333,"TOSCANA"
9,2,46,21151.666667,"TOSCANA"
9,2,17,250.66666667,"TOSCANA"
9,1,62,8008.0833333,"TOSCANA"
9,1,17,415.33333333,"TOSCANA"
9,2,28,11388.083333,"TOSCANA"
9,2,59,11436.083333,"TOSCANA"
9,2,53,17486.666667,"TOSCANA"
9,2,63,3675,"TOSCANA"
9,2,18,708.58333333,"TOSCANA"
9,1,63,7059,"TOSCANA"
9,1,18,1293.0833333,"TOSCANA"
9,1,20,4463.9166667,"TOSCANA"
9,2,60,9417.9166667,"TOSCANA"
9,2,54,16959.916667,"TOSCANA"
9,2,48,21333.25,"TOSCANA"
9,2,42,21377.5,"TOSCANA"
9,2,34,15638.833333,"TOSCANA"
9,1,19,2892.75,"TOSCANA"
9,2,30,12764.666667,"TOSCANA"
9,2,24,7134.8333333,"TOSCANA"
9,1,25,10815.5,"TOSCANA"
9,2,65,2594.8333333,"TOSCANA"
9,1,50,24160.5,"TOSCANA"
9,2,35,16866.416667,"TOSCANA"
9,1,46,25282.083333,"TOSCANA"
9,1,22,7222.75,"TOSCANA"
9,2,62,4733.25,"TOSCANA"
9,2,64,3025.0833333,"TOSCANA"
9,1,57,17322.916667,"TOSCANA"
9,1,51,23068.333333,"TOSCANA"
9,2,36,17661.25,"TOSCANA"
9,1,21,5957,"TOSCANA"
9,2,61,7867.75,"TOSCANA"
9,1,33,17566.166667,"TOSCANA"
9,1,56,18785.5,"TOSCANA"
9,1,58,15702.5,"TOSCANA"
9,1,44,26056,"TOSCANA"
9,1,54,21072.25,"TOSCANA"
9,1,38,23254.75,"TOSCANA"
9,1,24,9479.5,"TOSCANA"
9,1,26,11477.5,"TOSCANA"
9,1,28,13646.916667,"TOSCANA"
9,1,59,14082,"TOSCANA"
9,1,45,25064.25,"TOSCANA"
9,1,47,26076.333333,"TOSCANA"
9,1,23,8494.1666667,"TOSCANA"
9,1,41,25296.416667,"TOSCANA"
9,1,27,11980.583333,"TOSCANA"
9,1,29,14261.833333,"TOSCANA"
9,1,52,22537.666667,"TOSCANA"
9,1,36,21204.833333,"TOSCANA"
9,1,48,26022.916667,"TOSCANA"
9,1,32,16933.583333,"TOSCANA"
9,1,34,18676,"TOSCANA"
9,1,39,24644.333333,"TOSCANA"
9,1,30,15311.583333,"TOSCANA"
9,1,53,21460.583333,"TOSCANA"
9,1,55,19365.583333,"TOSCANA"
9,1,60,12202.333333,"TOSCANA"
9,1,49,25805.083333,"TOSCANA"
9,1,35,20097.583333,"TOSCANA"
9,1,37,21828.666667,"TOSCANA"
9,1,42,25538,"TOSCANA"
9,1,31,16207.5,"TOSCANA"
9,1,40,25096,"TOSCANA"
9,1,61,10358.5,"TOSCANA"
9,1,43,25364.583333,"TOSCANA"
10,2,21,898.66666667,"UMBRIA"
10,2,19,397.16666667,"UMBRIA"
10,2,37,4197.6666667,"UMBRIA"
10,2,42,4678.3333333,"UMBRIA"
10,2,20,653.41666667,"UMBRIA"
10,1,65,1307.3333333,"UMBRIA"
10,2,24,1696.8333333,"UMBRIA"
10,2,41,4581.8333333,"UMBRIA"
10,2,40,4584.4166667,"UMBRIA"
10,2,45,4725.5,"UMBRIA"
10,2,16,12.75,"UMBRIA"
10,2,23,1437.3333333,"UMBRIA"
10,2,38,4540.3333333,"UMBRIA"
10,2,56,3413.75,"UMBRIA"
10,2,50,4613.0833333,"UMBRIA"
10,1,64,1447.8333333,"UMBRIA"
10,2,15,3,"UMBRIA"
10,2,22,1113.8333333,"UMBRIA"
10,1,15,7.8333333333,"UMBRIA"
10,2,39,4722.25,"UMBRIA"
10,2,49,4792.6666667,"UMBRIA"
10,2,43,4507.3333333,"UMBRIA"
10,2,53,4177.9166667,"UMBRIA"
10,2,47,4662,"UMBRIA"
10,2,31,3213.75,"UMBRIA"
10,2,25,2007.75,"UMBRIA"
10,2,27,2473.9166667,"UMBRIA"
10,2,58,2908.5833333,"UMBRIA"
10,2,44,4814.25,"UMBRIA"
10,2,46,4797.5833333,"UMBRIA"
10,2,17,50.083333333,"UMBRIA"
10,2,32,3364.4166667,"UMBRIA"
10,2,55,3636.5,"UMBRIA"
10,2,57,3195.1666667,"UMBRIA"
10,2,51,4441.75,"UMBRIA"
10,1,44,5778.6666667,"UMBRIA"
10,1,46,5637.9166667,"UMBRIA"
10,2,18,140.66666667,"UMBRIA"
10,1,16,21.833333333,"UMBRIA"
10,1,18,240.75,"UMBRIA"
10,2,29,2814.75,"UMBRIA"
10,2,52,4299.3333333,"UMBRIA"
10,2,54,3879.8333333,"UMBRIA"
10,2,48,4803.9166667,"UMBRIA"
10,1,62,1888.8333333,"UMBRIA"
10,2,26,2177.3333333,"UMBRIA"
10,2,28,2733.5833333,"UMBRIA"
10,2,59,2635.6666667,"UMBRIA"
10,2,61,1881.5833333,"UMBRIA"
10,2,63,820.58333333,"UMBRIA"
10,1,48,5949.8333333,"UMBRIA"
10,2,33,3418.75,"UMBRIA"
10,2,35,3908.3333333,"UMBRIA"
10,1,20,1059,"UMBRIA"
10,2,60,2273.5,"UMBRIA"
10,1,45,5578.75,"UMBRIA"
10,1,47,5651.1666667,"UMBRIA"
10,1,49,5848.0833333,"UMBRIA"
10,1,17,81.5,"UMBRIA"
10,1,19,600.08333333,"UMBRIA"
10,2,30,3205.0833333,"UMBRIA"
10,1,23,1959.0833333,"UMBRIA"
10,1,25,2657,"UMBRIA"
10,2,65,560,"UMBRIA"
10,1,63,1625.4166667,"UMBRIA"
10,1,26,2817.25,"UMBRIA"
10,1,28,3302.9166667,"UMBRIA"
10,1,22,1766.25,"UMBRIA"
10,2,62,1189.75,"UMBRIA"
10,2,64,699.41666667,"UMBRIA"
10,1,57,4143.6666667,"UMBRIA"
10,2,34,3638.6666667,"UMBRIA"
10,2,36,4057.5,"UMBRIA"
10,1,21,1418.6666667,"UMBRIA"
10,1,31,3945.4166667,"UMBRIA"
10,1,33,4189.0833333,"UMBRIA"
10,1,56,4247.0833333,"UMBRIA"
10,1,50,5391.1666667,"UMBRIA"
10,1,52,5282.8333333,"UMBRIA"
10,1,54,4775.3333333,"UMBRIA"
10,1,30,3905.4166667,"UMBRIA"
10,1,24,2343.9166667,"UMBRIA"
10,1,34,4472.1666667,"UMBRIA"
10,1,36,4983,"UMBRIA"
10,1,51,5256.75,"UMBRIA"
10,1,27,3042.75,"UMBRIA"
10,1,29,3462,"UMBRIA"
10,1,39,5604.8333333,"UMBRIA"
10,1,41,5550,"UMBRIA"
10,1,35,4612.1666667,"UMBRIA"
10,1,58,3770.1666667,"UMBRIA"
10,1,60,2908.75,"UMBRIA"
10,1,38,5297.5833333,"UMBRIA"
10,1,32,4159.1666667,"UMBRIA"
10,1,42,5620.0833333,"UMBRIA"
10,1,59,3313.3333333,"UMBRIA"
10,1,53,5157,"UMBRIA"
10,1,55,4365.4166667,"UMBRIA"
10,1,43,5645.75,"UMBRIA"
10,1,37,5118.5,"UMBRIA"
10,1,40,5684.5833333,"UMBRIA"
10,1,61,2345.5,"UMBRIA"
11,2,19,833,"MARCHE"
11,2,40,7881.1666667,"MARCHE"
11,2,43,7947,"MARCHE"
11,2,37,7281.8333333,"MARCHE"
11,2,25,3532.5833333,"MARCHE"
11,2,27,4370.5,"MARCHE"
11,2,21,1695.75,"MARCHE"
11,2,38,7782.5833333,"MARCHE"
11,2,48,8174.4166667,"MARCHE"
11,2,42,8219.9166667,"MARCHE"
11,2,20,1295.9166667,"MARCHE"
11,2,22,2111.0833333,"MARCHE"
11,2,45,8136.25,"MARCHE"
11,2,39,7927.6666667,"MARCHE"
11,2,41,7955.5,"MARCHE"
11,2,51,7277.8333333,"MARCHE"
11,2,53,7081.1666667,"MARCHE"
11,2,29,5045.4166667,"MARCHE"
11,2,44,8296.8333333,"MARCHE"
11,2,46,8194.4166667,"MARCHE"
11,2,56,6135.25,"MARCHE"
11,2,50,7942.8333333,"MARCHE"
11,2,26,3857.25,"MARCHE"
11,2,28,4854.3333333,"MARCHE"
11,2,30,5305.5833333,"MARCHE"
11,2,24,3108.3333333,"MARCHE"
11,2,47,8232.3333333,"MARCHE"
11,2,49,8287.8333333,"MARCHE"
11,2,59,4529,"MARCHE"
11,1,44,10013.083333,"MARCHE"
11,1,46,9936.5833333,"MARCHE"
11,2,23,2613.0833333,"MARCHE"
11,1,16,79.833333333,"MARCHE"
11,1,18,707.16666667,"MARCHE"
11,2,58,5202.3333333,"MARCHE"
11,2,52,7564,"MARCHE"
11,2,54,6931.3333333,"MARCHE"
11,2,17,151.66666667,"MARCHE"
11,1,15,23.916666667,"MARCHE"
11,2,55,6501.0833333,"MARCHE"
11,2,57,5810.25,"MARCHE"
11,1,50,9620.0833333,"MARCHE"
11,2,61,3282.75,"MARCHE"
11,2,63,1469,"MARCHE"
11,2,31,5637.9166667,"MARCHE"
11,2,33,6009.0833333,"MARCHE"
11,2,35,6768.6666667,"MARCHE"
11,1,20,2039.1666667,"MARCHE"
11,2,60,3847.3333333,"MARCHE"
11,1,45,9987,"MARCHE"
11,1,47,10084,"MARCHE"
11,2,32,5824,"MARCHE"
11,1,17,245.91666667,"MARCHE"
11,1,19,1377,"MARCHE"
11,1,21,2758.25,"MARCHE"
11,1,52,9306.6666667,"MARCHE"
11,1,54,8355.5833333,"MARCHE"
11,2,18,345.58333333,"MARCHE"
11,1,32,7155.25,"MARCHE"
11,1,26,4864.3333333,"MARCHE"
11,1,28,5732.8333333,"MARCHE"
11,1,51,9398.3333333,"MARCHE"
11,2,62,2026.4166667,"MARCHE"
11,2,64,1273.9166667,"MARCHE"
11,1,62,3505.5,"MARCHE"
11,2,34,6486.8333333,"MARCHE"
11,2,36,7219.0833333,"MARCHE"
11,1,29,6091.0833333,"MARCHE"
11,1,23,3576.0833333,"MARCHE"
11,1,25,4462.5,"MARCHE"
11,1,48,10152.583333,"MARCHE"
11,1,63,3190.3333333,"MARCHE"
11,1,34,7790.6666667,"MARCHE"
11,1,36,8668.0833333,"MARCHE"
11,1,22,3291.8333333,"MARCHE"
11,1,53,8694.8333333,"MARCHE"
11,1,55,8023,"MARCHE"
11,1,49,10228.416667,"MARCHE"
11,1,33,7376.6666667,"MARCHE"
11,1,27,5436.4166667,"MARCHE"
11,1,37,8984.9166667,"MARCHE"
11,1,31,6799.75,"MARCHE"
11,1,41,9699.9166667,"MARCHE"
11,2,65,1052.4166667,"MARCHE"
11,1,58,6574.4166667,"MARCHE"
11,1,65,2479.5,"MARCHE"
11,2,16,59.166666667,"MARCHE"
11,1,30,6321.25,"MARCHE"
11,1,24,4047.0833333,"MARCHE"
11,1,42,10108.666667,"MARCHE"
11,1,57,7195.0833333,"MARCHE"
11,1,64,2675.5833333,"MARCHE"
11,1,35,8415.75,"MARCHE"
11,1,40,9731.0833333,"MARCHE"
11,1,39,9850.8333333,"MARCHE"
11,1,56,7727.5,"MARCHE"
11,2,15,13,"MARCHE"
11,1,60,5165.9166667,"MARCHE"
11,1,38,9425.4166667,"MARCHE"
11,1,43,9823.5833333,"MARCHE"
11,1,61,4605.1666667,"MARCHE"
11,1,59,5949.8333333,"MARCHE"
12,2,37,26137.416667,"LAZIO"
12,2,19,2120.9166667,"LAZIO"
12,2,40,29065.666667,"LAZIO"
12,2,49,29148.333333,"LAZIO"
12,2,38,27785.083333,"LAZIO"
12,2,43,29109.916667,"LAZIO"
12,2,45,29273.916667,"LAZIO"
12,2,31,19852.75,"LAZIO"
12,2,20,3535.9166667,"LAZIO"
12,2,25,11294.583333,"LAZIO"
12,2,27,14243.583333,"LAZIO"
12,2,50,27315.083333,"LAZIO"
12,2,41,29498.083333,"LAZIO"
12,2,46,29436.416667,"LAZIO"
12,2,48,28867.583333,"LAZIO"
12,2,32,20852.833333,"LAZIO"
12,2,44,29761.916667,"LAZIO"
12,2,28,16019.083333,"LAZIO"
12,2,51,25712.583333,"LAZIO"
12,2,53,23442.25,"LAZIO"
12,2,39,28946.666667,"LAZIO"
12,2,57,18932.083333,"LAZIO"
12,2,33,21493.333333,"LAZIO"
12,2,35,24272,"LAZIO"
12,2,21,5184.6666667,"LAZIO"
12,2,52,24768.666667,"LAZIO"
12,2,54,22541.25,"LAZIO"
12,2,56,20332.5,"LAZIO"
12,2,42,29731.833333,"LAZIO"
12,2,26,12969.25,"LAZIO"
12,2,36,24958.5,"LAZIO"
12,2,22,6535.1666667,"LAZIO"
12,2,24,9753.6666667,"LAZIO"
12,2,47,28847.666667,"LAZIO"
12,1,19,3249,"LAZIO"
12,2,59,15936.833333,"LAZIO"
12,1,44,36775.833333,"LAZIO"
12,2,29,17384.916667,"LAZIO"
12,2,23,8225.5833333,"LAZIO"
12,1,16,117.58333333,"LAZIO"
12,1,18,1424.25,"LAZIO"
12,2,58,17605.916667,"LAZIO"
12,2,34,22657.5,"LAZIO"
12,1,45,35865.416667,"LAZIO"
12,2,30,18475.75,"LAZIO"
12,1,15,27.916666667,"LAZIO"
12,2,55,21175.5,"LAZIO"
12,1,56,25744.083333,"LAZIO"
12,1,50,34483.833333,"LAZIO"
12,2,61,11445.333333,"LAZIO"
12,1,46,35987.166667,"LAZIO"
12,1,38,33850.666667,"LAZIO"
12,1,32,25272.666667,"LAZIO"
12,1,26,15809.75,"LAZIO"
12,1,20,5325.3333333,"LAZIO"
12,2,60,13735.916667,"LAZIO"
12,2,62,7054.4166667,"LAZIO"
12,2,17,260,"LAZIO"
12,1,62,11288.916667,"LAZIO"
12,1,17,414.66666667,"LAZIO"
12,1,27,17589.916667,"LAZIO"
12,1,21,7502.4166667,"LAZIO"
