"TIME","GEO","AGE","AGEDEF","UNIT","SEX","Value","Flag and Footnotes"
"2008","Italy","20 years","Age reached during the year","Number","Total","887",""
"2008","Italy","20 years","Age reached during the year","Number","Males","502",""
"2008","Italy","20 years","Age reached during the year","Number","Females","385",""
"2008","Italy","21 years","Age reached during the year","Number","Total","1,076",""
"2008","Italy","21 years","Age reached during the year","Number","Males","607",""
"2008","Italy","21 years","Age reached during the year","Number","Females","469",""
"2008","Italy","22 years","Age reached during the year","Number","Total","1,111",""
"2008","Italy","22 years","Age reached during the year","Number","Males","632",""
"2008","Italy","22 years","Age reached during the year","Number","Females","479",""
"2008","Italy","23 years","Age reached during the year","Number","Total","1,334",""
"2008","Italy","23 years","Age reached during the year","Number","Males","671",""
"2008","Italy","23 years","Age reached during the year","Number","Females","663",""
"2008","Italy","24 years","Age reached during the year","Number","Total","1,609",""
"2008","Italy","24 years","Age reached during the year","Number","Males","862",""
"2008","Italy","24 years","Age reached during the year","Number","Females","747",""
"2008","Italy","25 years","Age reached during the year","Number","Total","1,897",""
"2008","Italy","25 years","Age reached during the year","Number","Males","957",""
"2008","Italy","25 years","Age reached during the year","Number","Females","940",""
"2008","Italy","26 years","Age reached during the year","Number","Total","2,289",""
"2008","Italy","26 years","Age reached during the year","Number","Males","1,215",""
"2008","Italy","26 years","Age reached during the year","Number","Females","1,074",""
"2008","Italy","27 years","Age reached during the year","Number","Total","2,494",""
"2008","Italy","27 years","Age reached during the year","Number","Males","1,297",""
"2008","Italy","27 years","Age reached during the year","Number","Females","1,197",""
"2008","Italy","28 years","Age reached during the year","Number","Total","2,651",""
"2008","Italy","28 years","Age reached during the year","Number","Males","1,402",""
"2008","Italy","28 years","Age reached during the year","Number","Females","1,249",""
"2008","Italy","29 years","Age reached during the year","Number","Total","2,646",""
"2008","Italy","29 years","Age reached during the year","Number","Males","1,443",""
"2008","Italy","29 years","Age reached during the year","Number","Females","1,203",""
"2008","Italy","30 years","Age reached during the year","Number","Total","2,559",""
"2008","Italy","30 years","Age reached during the year","Number","Males","1,426",""
"2008","Italy","30 years","Age reached during the year","Number","Females","1,133",""
"2008","Italy","31 years","Age reached during the year","Number","Total","2,662",""
"2008","Italy","31 years","Age reached during the year","Number","Males","1,441",""
"2008","Italy","31 years","Age reached during the year","Number","Females","1,221",""
"2008","Italy","32 years","Age reached during the year","Number","Total","2,632",""
"2008","Italy","32 years","Age reached during the year","Number","Males","1,464",""
"2008","Italy","32 years","Age reached during the year","Number","Females","1,168",""
"2008","Italy","33 years","Age reached during the year","Number","Total","2,622",""
"2008","Italy","33 years","Age reached during the year","Number","Males","1,480",""
"2008","Italy","33 years","Age reached during the year","Number","Females","1,142",""
"2008","Italy","34 years","Age reached during the year","Number","Total","2,510",""
"2008","Italy","34 years","Age reached during the year","Number","Males","1,412",""
"2008","Italy","34 years","Age reached during the year","Number","Females","1,098",""
"2008","Italy","35 years","Age reached during the year","Number","Total","2,443",""
"2008","Italy","35 years","Age reached during the year","Number","Males","1,385",""
"2008","Italy","35 years","Age reached during the year","Number","Females","1,058",""
"2008","Italy","36 years","Age reached during the year","Number","Total","2,151",""
"2008","Italy","36 years","Age reached during the year","Number","Males","1,257",""
"2008","Italy","36 years","Age reached during the year","Number","Females","894",""
"2008","Italy","37 years","Age reached during the year","Number","Total","2,010",""
"2008","Italy","37 years","Age reached during the year","Number","Males","1,156",""
"2008","Italy","37 years","Age reached during the year","Number","Females","854",""
"2008","Italy","38 years","Age reached during the year","Number","Total","1,818",""
"2008","Italy","38 years","Age reached during the year","Number","Males","1,060",""
"2008","Italy","38 years","Age reached during the year","Number","Females","758",""
"2008","Italy","39 years","Age reached during the year","Number","Total","1,765",""
"2008","Italy","39 years","Age reached during the year","Number","Males","1,032",""
"2008","Italy","39 years","Age reached during the year","Number","Females","733",""
"2008","Italy","40 years","Age reached during the year","Number","Total","1,752",""
"2008","Italy","40 years","Age reached during the year","Number","Males","974",""
"2008","Italy","40 years","Age reached during the year","Number","Females","778",""
"2008","Italy","41 years","Age reached during the year","Number","Total","1,500",""
"2008","Italy","41 years","Age reached during the year","Number","Males","834",""
"2008","Italy","41 years","Age reached during the year","Number","Females","666",""
"2008","Italy","42 years","Age reached during the year","Number","Total","1,392",""
"2008","Italy","42 years","Age reached during the year","Number","Males","841",""
"2008","Italy","42 years","Age reached during the year","Number","Females","551",""
"2008","Italy","43 years","Age reached during the year","Number","Total","1,290",""
"2008","Italy","43 years","Age reached during the year","Number","Males","767",""
"2008","Italy","43 years","Age reached during the year","Number","Females","523",""
"2008","Italy","44 years","Age reached during the year","Number","Total","1,149",""
"2008","Italy","44 years","Age reached during the year","Number","Males","659",""
"2008","Italy","44 years","Age reached during the year","Number","Females","490",""
"2008","Italy","45 years","Age reached during the year","Number","Total","1,078",""
"2008","Italy","45 years","Age reached during the year","Number","Males","599",""
"2008","Italy","45 years","Age reached during the year","Number","Females","479",""
"2008","Italy","46 years","Age reached during the year","Number","Total","1,024",""
"2008","Italy","46 years","Age reached during the year","Number","Males","613",""
"2008","Italy","46 years","Age reached during the year","Number","Females","411",""
"2008","Italy","47 years","Age reached during the year","Number","Total","1,009",""
"2008","Italy","47 years","Age reached during the year","Number","Males","566",""
"2008","Italy","47 years","Age reached during the year","Number","Females","443",""
"2008","Italy","48 years","Age reached during the year","Number","Total","951",""
"2008","Italy","48 years","Age reached during the year","Number","Males","519",""
"2008","Italy","48 years","Age reached during the year","Number","Females","432",""
"2008","Italy","49 years","Age reached during the year","Number","Total","881",""
"2008","Italy","49 years","Age reached during the year","Number","Males","485",""
"2008","Italy","49 years","Age reached during the year","Number","Females","396",""
"2008","Italy","50 years","Age reached during the year","Number","Total","847",""
"2008","Italy","50 years","Age reached during the year","Number","Males","465",""
"2008","Italy","50 years","Age reached during the year","Number","Females","382",""
"2008","Italy","51 years","Age reached during the year","Number","Total","762",""
"2008","Italy","51 years","Age reached during the year","Number","Males","415",""
"2008","Italy","51 years","Age reached during the year","Number","Females","347",""
"2008","Italy","52 years","Age reached during the year","Number","Total","692",""
"2008","Italy","52 years","Age reached during the year","Number","Males","376",""
"2008","Italy","52 years","Age reached during the year","Number","Females","316",""
"2008","Italy","53 years","Age reached during the year","Number","Total","697",""
"2008","Italy","53 years","Age reached during the year","Number","Males","367",""
"2008","Italy","53 years","Age reached during the year","Number","Females","330",""
"2008","Italy","54 years","Age reached during the year","Number","Total","590",""
"2008","Italy","54 years","Age reached during the year","Number","Males","306",""
"2008","Italy","54 years","Age reached during the year","Number","Females","284",""
"2008","Italy","55 years","Age reached during the year","Number","Total","577",""
"2008","Italy","55 years","Age reached during the year","Number","Males","288",""
"2008","Italy","55 years","Age reached during the year","Number","Females","289",""
"2008","Italy","56 years","Age reached during the year","Number","Total","616",""
"2008","Italy","56 years","Age reached during the year","Number","Males","329",""
"2008","Italy","56 years","Age reached during the year","Number","Females","287",""
"2008","Italy","57 years","Age reached during the year","Number","Total","584",""
"2008","Italy","57 years","Age reached during the year","Number","Males","308",""
"2008","Italy","57 years","Age reached during the year","Number","Females","276",""
"2008","Italy","58 years","Age reached during the year","Number","Total","539",""
"2008","Italy","58 years","Age reached during the year","Number","Males","273",""
"2008","Italy","58 years","Age reached during the year","Number","Females","266",""
"2008","Italy","59 years","Age reached during the year","Number","Total","567",""
"2008","Italy","59 years","Age reached during the year","Number","Males","343",""
"2008","Italy","59 years","Age reached during the year","Number","Females","224",""
"2008","Italy","60 years","Age reached during the year","Number","Total","516",""
"2008","Italy","60 years","Age reached during the year","Number","Males","260",""
"2008","Italy","60 years","Age reached during the year","Number","Females","256",""
"2008","Italy","61 years","Age reached during the year","Number","Total","493",""
"2008","Italy","61 years","Age reached during the year","Number","Males","253",""
"2008","Italy","61 years","Age reached during the year","Number","Females","240",""
"2008","Italy","62 years","Age reached during the year","Number","Total","440",""
"2008","Italy","62 years","Age reached during the year","Number","Males","251",""
"2008","Italy","62 years","Age reached during the year","Number","Females","189",""
"2008","Italy","63 years","Age reached during the year","Number","Total","390",""
"2008","Italy","63 years","Age reached during the year","Number","Males","199",""
"2008","Italy","63 years","Age reached during the year","Number","Females","191",""
"2008","Italy","64 years","Age reached during the year","Number","Total","376",""
"2008","Italy","64 years","Age reached during the year","Number","Males","181",""
"2008","Italy","64 years","Age reached during the year","Number","Females","195",""
"2008","Italy","65 years","Age reached during the year","Number","Total","382",""
"2008","Italy","65 years","Age reached during the year","Number","Males","204",""
"2008","Italy","65 years","Age reached during the year","Number","Females","178",""
"2008","Italy","66 years","Age reached during the year","Number","Total","330",""
"2008","Italy","66 years","Age reached during the year","Number","Males","192",""
"2008","Italy","66 years","Age reached during the year","Number","Females","138",""
"2008","Italy","67 years","Age reached during the year","Number","Total","352",""
"2008","Italy","67 years","Age reached during the year","Number","Males","194",""
"2008","Italy","67 years","Age reached during the year","Number","Females","158",""
"2008","Italy","68 years","Age reached during the year","Number","Total","324",""
"2008","Italy","68 years","Age reached during the year","Number","Males","152",""
"2008","Italy","68 years","Age reached during the year","Number","Females","172",""
"2008","Italy","69 years","Age reached during the year","Number","Total","322",""
"2008","Italy","69 years","Age reached during the year","Number","Males","176",""
"2008","Italy","69 years","Age reached during the year","Number","Females","146",""
"2008","Italy","70 years","Age reached during the year","Number","Total","299",""
"2008","Italy","70 years","Age reached during the year","Number","Males","151",""
"2008","Italy","70 years","Age reached during the year","Number","Females","148",""
"2008","Italy","71 years","Age reached during the year","Number","Total","270",""
"2008","Italy","71 years","Age reached during the year","Number","Males","158",""
"2008","Italy","71 years","Age reached during the year","Number","Females","112",""
"2008","Italy","72 years","Age reached during the year","Number","Total","287",""
"2008","Italy","72 years","Age reached during the year","Number","Males","147",""
"2008","Italy","72 years","Age reached during the year","Number","Females","140",""
"2008","Italy","73 years","Age reached during the year","Number","Total","223",""
"2008","Italy","73 years","Age reached during the year","Number","Males","113",""
"2008","Italy","73 years","Age reached during the year","Number","Females","110",""
"2008","Italy","74 years","Age reached during the year","Number","Total","189",""
"2008","Italy","74 years","Age reached during the year","Number","Males","78",""
"2008","Italy","74 years","Age reached during the year","Number","Females","111",""
"2008","Italy","75 years","Age reached during the year","Number","Total","188",""
"2008","Italy","75 years","Age reached during the year","Number","Males","84",""
"2008","Italy","75 years","Age reached during the year","Number","Females","104",""
"2008","Italy","76 years","Age reached during the year","Number","Total","184",""
"2008","Italy","76 years","Age reached during the year","Number","Males","85",""
"2008","Italy","76 years","Age reached during the year","Number","Females","99",""
"2008","Italy","77 years","Age reached during the year","Number","Total","179",""
"2008","Italy","77 years","Age reached during the year","Number","Males","81",""
"2008","Italy","77 years","Age reached during the year","Number","Females","98",""
"2008","Italy","78 years","Age reached during the year","Number","Total","172",""
"2008","Italy","78 years","Age reached during the year","Number","Males","59",""
"2008","Italy","78 years","Age reached during the year","Number","Females","113",""
"2008","Italy","79 years","Age reached during the year","Number","Total","126",""
"2008","Italy","79 years","Age reached during the year","Number","Males","52",""
"2008","Italy","79 years","Age reached during the year","Number","Females","74",""
"2008","Italy","80 years","Age reached during the year","Number","Total","114",""
"2008","Italy","80 years","Age reached during the year","Number","Males","49",""
"2008","Italy","80 years","Age reached during the year","Number","Females","65",""
"2008","Italy","81 years","Age reached during the year","Number","Total","126",""
"2008","Italy","81 years","Age reached during the year","Number","Males","51",""
"2008","Italy","81 years","Age reached during the year","Number","Females","75",""
"2008","Italy","82 years","Age reached during the year","Number","Total","109",""
"2008","Italy","82 years","Age reached during the year","Number","Males","41",""
"2008","Italy","82 years","Age reached during the year","Number","Females","68",""
"2008","Italy","83 years","Age reached during the year","Number","Total","115",""
"2008","Italy","83 years","Age reached during the year","Number","Males","53",""
"2008","Italy","83 years","Age reached during the year","Number","Females","62",""
"2008","Italy","84 years","Age reached during the year","Number","Total","82",""
"2008","Italy","84 years","Age reached during the year","Number","Males","39",""
"2008","Italy","84 years","Age reached during the year","Number","Females","43",""
"2008","Italy","85 years","Age reached during the year","Number","Total","68",""
"2008","Italy","85 years","Age reached during the year","Number","Males","33",""
"2008","Italy","85 years","Age reached during the year","Number","Females","35",""
"2008","Italy","86 years","Age reached during the year","Number","Total","44",""
"2008","Italy","86 years","Age reached during the year","Number","Males","20",""
"2008","Italy","86 years","Age reached during the year","Number","Females","24",""
"2008","Italy","87 years","Age reached during the year","Number","Total","55",""
"2008","Italy","87 years","Age reached during the year","Number","Males","11",""
"2008","Italy","87 years","Age reached during the year","Number","Females","44",""
"2008","Italy","88 years","Age reached during the year","Number","Total","55",""
"2008","Italy","88 years","Age reached during the year","Number","Males","20",""
"2008","Italy","88 years","Age reached during the year","Number","Females","35",""
"2008","Italy","89 years","Age reached during the year","Number","Total","22",""
"2008","Italy","89 years","Age reached during the year","Number","Males","9",""
"2008","Italy","89 years","Age reached during the year","Number","Females","13",""
"2008","Italy","90 years","Age reached during the year","Number","Total","13",""
"2008","Italy","90 years","Age reached during the year","Number","Males","5",""
"2008","Italy","90 years","Age reached during the year","Number","Females","8",""
"2008","Italy","91 years","Age reached during the year","Number","Total","20",""
"2008","Italy","91 years","Age reached during the year","Number","Males","8",""
"2008","Italy","91 years","Age reached during the year","Number","Females","12",""
"2008","Italy","92 years","Age reached during the year","Number","Total","12",""
"2008","Italy","92 years","Age reached during the year","Number","Males","6",""
"2008","Italy","92 years","Age reached during the year","Number","Females","6",""
"2008","Italy","93 years","Age reached during the year","Number","Total","23",""
"2008","Italy","93 years","Age reached during the year","Number","Males","8",""
"2008","Italy","93 years","Age reached during the year","Number","Females","15",""
"2008","Italy","94 years","Age reached during the year","Number","Total","7",""
"2008","Italy","94 years","Age reached during the year","Number","Males","4",""
"2008","Italy","94 years","Age reached during the year","Number","Females","3",""
"2008","Italy","95 years","Age reached during the year","Number","Total","5",""
"2008","Italy","95 years","Age reached during the year","Number","Males","1",""
"2008","Italy","95 years","Age reached during the year","Number","Females","4",""
"2008","Italy","96 years","Age reached during the year","Number","Total","1",""
"2008","Italy","96 years","Age reached during the year","Number","Males","1",""
"2008","Italy","96 years","Age reached during the year","Number","Females","0",""
"2008","Italy","97 years","Age reached during the year","Number","Total","4",""
"2008","Italy","97 years","Age reached during the year","Number","Males","1",""
"2008","Italy","97 years","Age reached during the year","Number","Females","3",""
"2008","Italy","98 years","Age reached during the year","Number","Total","3",""
"2008","Italy","98 years","Age reached during the year","Number","Males","1",""
"2008","Italy","98 years","Age reached during the year","Number","Females","2",""
"2008","Italy","99 years","Age reached during the year","Number","Total","0",""
"2008","Italy","99 years","Age reached during the year","Number","Males","0",""
"2008","Italy","99 years","Age reached during the year","Number","Females","0",""
"2008","Italy","100 years or over","Age reached during the year","Number","Total","0",""
"2008","Italy","100 years or over","Age reached during the year","Number","Males","0",""
"2008","Italy","100 years or over","Age reached during the year","Number","Females","0",""
"2008","Italy","Unknown","Age reached during the year","Number","Total","0","b"
"2008","Italy","Unknown","Age reached during the year","Number","Males","0","b"
"2008","Italy","Unknown","Age reached during the year","Number","Females","0","b"
"2009","Italy","Total","Age reached during the year","Number","Total","80,597",""
"2009","Italy","Total","Age reached during the year","Number","Males","43,599",""
"2009","Italy","Total","Age reached during the year","Number","Females","36,998",""
"2009","Italy","Less than 1 year","Age reached during the year","Number","Total","825",""
"2009","Italy","Less than 1 year","Age reached during the year","Number","Males","408",""
"2009","Italy","Less than 1 year","Age reached during the year","Number","Females","417",""
"2009","Italy","1 year","Age reached during the year","Number","Total","1,091",""
"2009","Italy","1 year","Age reached during the year","Number","Males","574",""
"2009","Italy","1 year","Age reached during the year","Number","Females","517",""
"2009","Italy","2 years","Age reached during the year","Number","Total","1,091",""
"2009","Italy","2 years","Age reached during the year","Number","Males","565",""
"2009","Italy","2 years","Age reached during the year","Number","Females","526",""
"2009","Italy","3 years","Age reached during the year","Number","Total","958",""
"2009","Italy","3 years","Age reached during the year","Number","Males","485",""
"2009","Italy","3 years","Age reached during the year","Number","Females","473",""
"2009","Italy","4 years","Age reached during the year","Number","Total","956",""
"2009","Italy","4 years","Age reached during the year","Number","Males","475",""
"2009","Italy","4 years","Age reached during the year","Number","Females","481",""
"2009","Italy","5 years","Age reached during the year","Number","Total","962",""
"2009","Italy","5 years","Age reached during the year","Number","Males","462",""
"2009","Italy","5 years","Age reached during the year","Number","Females","500",""
"2009","Italy","6 years","Age reached during the year","Number","Total","945",""
"2009","Italy","6 years","Age reached during the year","Number","Males","510",""
"2009","Italy","6 years","Age reached during the year","Number","Females","435",""
"2009","Italy","7 years","Age reached during the year","Number","Total","897",""
"2009","Italy","7 years","Age reached during the year","Number","Males","445",""
"2009","Italy","7 years","Age reached during the year","Number","Females","452",""
"2009","Italy","8 years","Age reached during the year","Number","Total","747",""
"2009","Italy","8 years","Age reached during the year","Number","Males","362",""
"2009","Italy","8 years","Age reached during the year","Number","Females","385",""
"2009","Italy","9 years","Age reached during the year","Number","Total","661",""
"2009","Italy","9 years","Age reached during the year","Number","Males","341",""
"2009","Italy","9 years","Age reached during the year","Number","Females","320",""
"2009","Italy","10 years","Age reached during the year","Number","Total","586",""
"2009","Italy","10 years","Age reached during the year","Number","Males","290",""
"2009","Italy","10 years","Age reached during the year","Number","Females","296",""
"2009","Italy","11 years","Age reached during the year","Number","Total","603",""
"2009","Italy","11 years","Age reached during the year","Number","Males","316",""
"2009","Italy","11 years","Age reached during the year","Number","Females","287",""
"2009","Italy","12 years","Age reached during the year","Number","Total","560",""
"2009","Italy","12 years","Age reached during the year","Number","Males","288",""
"2009","Italy","12 years","Age reached during the year","Number","Females","272",""
"2009","Italy","13 years","Age reached during the year","Number","Total","473",""
"2009","Italy","13 years","Age reached during the year","Number","Males","210",""
"2009","Italy","13 years","Age reached during the year","Number","Females","263",""
"2009","Italy","14 years","Age reached during the year","Number","Total","476",""
"2009","Italy","14 years","Age reached during the year","Number","Males","234",""
"2009","Italy","14 years","Age reached during the year","Number","Females","242",""
"2009","Italy","15 years","Age reached during the year","Number","Total","438",""
"2009","Italy","15 years","Age reached during the year","Number","Males","240",""
"2009","Italy","15 years","Age reached during the year","Number","Females","198",""
"2009","Italy","16 years","Age reached during the year","Number","Total","419",""
"2009","Italy","16 years","Age reached during the year","Number","Males","198",""
"2009","Italy","16 years","Age reached during the year","Number","Females","221",""
"2009","Italy","17 years","Age reached during the year","Number","Total","407",""
"2009","Italy","17 years","Age reached during the year","Number","Males","203",""
"2009","Italy","17 years","Age reached during the year","Number","Females","204",""
"2009","Italy","18 years","Age reached during the year","Number","Total","560",""
"2009","Italy","18 years","Age reached during the year","Number","Males","317",""
"2009","Italy","18 years","Age reached during the year","Number","Females","243",""
"2009","Italy","19 years","Age reached during the year","Number","Total","745",""
"2009","Italy","19 years","Age reached during the year","Number","Males","398",""
"2009","Italy","19 years","Age reached during the year","Number","Females","347",""
"2009","Italy","20 years","Age reached during the year","Number","Total","910",""
"2009","Italy","20 years","Age reached during the year","Number","Males","514",""
"2009","Italy","20 years","Age reached during the year","Number","Females","396",""
"2009","Italy","21 years","Age reached during the year","Number","Total","1,092",""
"2009","Italy","21 years","Age reached during the year","Number","Males","624",""
"2009","Italy","21 years","Age reached during the year","Number","Females","468",""
"2009","Italy","22 years","Age reached during the year","Number","Total","1,118",""
"2009","Italy","22 years","Age reached during the year","Number","Males","647",""
"2009","Italy","22 years","Age reached during the year","Number","Females","471",""
"2009","Italy","23 years","Age reached during the year","Number","Total","1,355",""
"2009","Italy","23 years","Age reached during the year","Number","Males","700",""
"2009","Italy","23 years","Age reached during the year","Number","Females","655",""
"2009","Italy","24 years","Age reached during the year","Number","Total","1,617",""
"2009","Italy","24 years","Age reached during the year","Number","Males","866",""
"2009","Italy","24 years","Age reached during the year","Number","Females","751",""
"2009","Italy","25 years","Age reached during the year","Number","Total","1,874",""
"2009","Italy","25 years","Age reached during the year","Number","Males","956",""
"2009","Italy","25 years","Age reached during the year","Number","Females","918",""
"2009","Italy","26 years","Age reached during the year","Number","Total","2,236",""
"2009","Italy","26 years","Age reached during the year","Number","Males","1,182",""
"2009","Italy","26 years","Age reached during the year","Number","Females","1,054",""
"2009","Italy","27 years","Age reached during the year","Number","Total","2,485",""
"2009","Italy","27 years","Age reached during the year","Number","Males","1,308",""
"2009","Italy","27 years","Age reached during the year","Number","Females","1,177",""
"2009","Italy","28 years","Age reached during the year","Number","Total","2,658",""
"2009","Italy","28 years","Age reached during the year","Number","Males","1,415",""
"2009","Italy","28 years","Age reached during the year","Number","Females","1,243",""
"2009","Italy","29 years","Age reached during the year","Number","Total","2,595",""
"2009","Italy","29 years","Age reached during the year","Number","Males","1,431",""
"2009","Italy","29 years","Age reached during the year","Number","Females","1,164",""
"2009","Italy","30 years","Age reached during the year","Number","Total","2,558",""
"2009","Italy","30 years","Age reached during the year","Number","Males","1,448",""
"2009","Italy","30 years","Age reached during the year","Number","Females","1,110",""
"2009","Italy","31 years","Age reached during the year","Number","Total","2,563",""
"2009","Italy","31 years","Age reached during the year","Number","Males","1,390",""
"2009","Italy","31 years","Age reached during the year","Number","Females","1,173",""
"2009","Italy","32 years","Age reached during the year","Number","Total","2,552",""
"2009","Italy","32 years","Age reached during the year","Number","Males","1,404",""
"2009","Italy","32 years","Age reached during the year","Number","Females","1,148",""
"2009","Italy","33 years","Age reached during the year","Number","Total","2,622",""
"2009","Italy","33 years","Age reached during the year","Number","Males","1,482",""
"2009","Italy","33 years","Age reached during the year","Number","Females","1,140",""
"2009","Italy","34 years","Age reached during the year","Number","Total","2,493",""
"2009","Italy","34 years","Age reached during the year","Number","Males","1,404",""
"2009","Italy","34 years","Age reached during the year","Number","Females","1,089",""
"2009","Italy","35 years","Age reached during the year","Number","Total","2,378",""
"2009","Italy","35 years","Age reached during the year","Number","Males","1,351",""
"2009","Italy","35 years","Age reached during the year","Number","Females","1,027",""
"2009","Italy","36 years","Age reached during the year","Number","Total","2,165",""
"2009","Italy","36 years","Age reached during the year","Number","Males","1,241",""
"2009","Italy","36 years","Age reached during the year","Number","Females","924",""
"2009","Italy","37 years","Age reached during the year","Number","Total","1,997",""
"2009","Italy","37 years","Age reached during the year","Number","Males","1,154",""
"2009","Italy","37 years","Age reached during the year","Number","Females","843",""
"2009","Italy","38 years","Age reached during the year","Number","Total","1,843",""
"2009","Italy","38 years","Age reached during the year","Number","Males","1,093",""
"2009","Italy","38 years","Age reached during the year","Number","Females","750",""
"2009","Italy","39 years","Age reached during the year","Number","Total","1,724",""
"2009","Italy","39 years","Age reached during the year","Number","Males","1,009",""
"2009","Italy","39 years","Age reached during the year","Number","Females","715",""
"2009","Italy","40 years","Age reached during the year","Number","Total","1,787",""
"2009","Italy","40 years","Age reached during the year","Number","Males","1,003",""
"2009","Italy","40 years","Age reached during the year","Number","Females","784",""
"2009","Italy","41 years","Age reached during the year","Number","Total","1,502",""
"2009","Italy","41 years","Age reached during the year","Number","Males","829",""
"2009","Italy","41 years","Age reached during the year","Number","Females","673",""
"2009","Italy","42 years","Age reached during the year","Number","Total","1,391",""
"2009","Italy","42 years","Age reached during the year","Number","Males","834",""
"2009","Italy","42 years","Age reached during the year","Number","Females","557",""
"2009","Italy","43 years","Age reached during the year","Number","Total","1,285",""
"2009","Italy","43 years","Age reached during the year","Number","Males","775",""
"2009","Italy","43 years","Age reached during the year","Number","Females","510",""
"2009","Italy","44 years","Age reached during the year","Number","Total","1,184",""
"2009","Italy","44 years","Age reached during the year","Number","Males","674",""
"2009","Italy","44 years","Age reached during the year","Number","Females","510",""
"2009","Italy","45 years","Age reached during the year","Number","Total","1,081",""
"2009","Italy","45 years","Age reached during the year","Number","Males","607",""
"2009","Italy","45 years","Age reached during the year","Number","Females","474",""
"2009","Italy","46 years","Age reached during the year","Number","Total","1,020",""
"2009","Italy","46 years","Age reached during the year","Number","Males","594",""
"2009","Italy","46 years","Age reached during the year","Number","Females","426",""
"2009","Italy","47 years","Age reached during the year","Number","Total","1,003",""
"2009","Italy","47 years","Age reached during the year","Number","Males","568",""
"2009","Italy","47 years","Age reached during the year","Number","Females","435",""
"2009","Italy","48 years","Age reached during the year","Number","Total","990",""
"2009","Italy","48 years","Age reached during the year","Number","Males","528",""
"2009","Italy","48 years","Age reached during the year","Number","Females","462",""
"2009","Italy","49 years","Age reached during the year","Number","Total","886",""
"2009","Italy","49 years","Age reached during the year","Number","Males","474",""
"2009","Italy","49 years","Age reached during the year","Number","Females","412",""
"2009","Italy","50 years","Age reached during the year","Number","Total","851",""
"2009","Italy","50 years","Age reached during the year","Number","Males","468",""
"2009","Italy","50 years","Age reached during the year","Number","Females","383",""
"2009","Italy","51 years","Age reached during the year","Number","Total","785",""
"2009","Italy","51 years","Age reached during the year","Number","Males","422",""
"2009","Italy","51 years","Age reached during the year","Number","Females","363",""
"2009","Italy","52 years","Age reached during the year","Number","Total","708",""
"2009","Italy","52 years","Age reached during the year","Number","Males","376",""
"2009","Italy","52 years","Age reached during the year","Number","Females","332",""
"2009","Italy","53 years","Age reached during the year","Number","Total","731",""
"2009","Italy","53 years","Age reached during the year","Number","Males","374",""
"2009","Italy","53 years","Age reached during the year","Number","Females","357",""
"2009","Italy","54 years","Age reached during the year","Number","Total","599",""
"2009","Italy","54 years","Age reached during the year","Number","Males","304",""
"2009","Italy","54 years","Age reached during the year","Number","Females","295",""
"2009","Italy","55 years","Age reached during the year","Number","Total","576",""
"2009","Italy","55 years","Age reached during the year","Number","Males","278",""
"2009","Italy","55 years","Age reached during the year","Number","Females","298",""
"2009","Italy","56 years","Age reached during the year","Number","Total","629",""
"2009","Italy","56 years","Age reached during the year","Number","Males","332",""
"2009","Italy","56 years","Age reached during the year","Number","Females","297",""
"2009","Italy","57 years","Age reached during the year","Number","Total","572",""
"2009","Italy","57 years","Age reached during the year","Number","Males","289",""
"2009","Italy","57 years","Age reached during the year","Number","Females","283",""
"2009","Italy","58 years","Age reached during the year","Number","Total","533",""
"2009","Italy","58 years","Age reached during the year","Number","Males","270",""
"2009","Italy","58 years","Age reached during the year","Number","Females","263",""
"2009","Italy","59 years","Age reached during the year","Number","Total","558",""
"2009","Italy","59 years","Age reached during the year","Number","Males","323",""
"2009","Italy","59 years","Age reached during the year","Number","Females","235",""
"2009","Italy","60 years","Age reached during the year","Number","Total","524",""
"2009","Italy","60 years","Age reached during the year","Number","Males","264",""
"2009","Italy","60 years","Age reached during the year","Number","Females","260",""
"2009","Italy","61 years","Age reached during the year","Number","Total","480",""
"2009","Italy","61 years","Age reached during the year","Number","Males","243",""
"2009","Italy","61 years","Age reached during the year","Number","Females","237",""
"2009","Italy","62 years","Age reached during the year","Number","Total","429",""
"2009","Italy","62 years","Age reached during the year","Number","Males","236",""
"2009","Italy","62 years","Age reached during the year","Number","Females","193",""
"2009","Italy","63 years","Age reached during the year","Number","Total","379",""
"2009","Italy","63 years","Age reached during the year","Number","Males","196",""
"2009","Italy","63 years","Age reached during the year","Number","Females","183",""
"2009","Italy","64 years","Age reached during the year","Number","Total","387",""
"2009","Italy","64 years","Age reached during the year","Number","Males","184",""
"2009","Italy","64 years","Age reached during the year","Number","Females","203",""
"2009","Italy","65 years","Age reached during the year","Number","Total","358",""
"2009","Italy","65 years","Age reached during the year","Number","Males","188",""
"2009","Italy","65 years","Age reached during the year","Number","Females","170",""
"2009","Italy","66 years","Age reached during the year","Number","Total","338",""
"2009","Italy","66 years","Age reached during the year","Number","Males","193",""
"2009","Italy","66 years","Age reached during the year","Number","Females","145",""
"2009","Italy","67 years","Age reached during the year","Number","Total","329",""
"2009","Italy","67 years","Age reached during the year","Number","Males","180",""
"2009","Italy","67 years","Age reached during the year","Number","Females","149",""
"2009","Italy","68 years","Age reached during the year","Number","Total","305",""
"2009","Italy","68 years","Age reached during the year","Number","Males","148",""
"2009","Italy","68 years","Age reached during the year","Number","Females","157",""
"2009","Italy","69 years","Age reached during the year","Number","Total","307",""
